dataset_index,initialization_index,anchor_step,reuse_commits,method,n_streams,amortized_proxy_ns,verifier_ns,projected_total_ns,within_variance_v48,predicted_rmse_v48,observed_rmse_v48,selected_program_regret_v48
2,1,600,1,balanced_kmeans,2,2094250.00,505200.00,2599450.00,4.871686349763e-6,2.244859503563e-4,2.234940896534e-4,3.646102339063e-4
2,1,600,1,hash_placebo_mean,2,14200.00,505200.00,519400.00,9.884971618707e-6,3.203374041401e-4,3.192277263861e-4,4.117222546653e-4
2,1,600,1,nearest_centroid_quota_repair,2,1931350.00,505200.00,2436550.00,4.871686349763e-6,2.244859503563e-4,2.234940896534e-4,3.646102339063e-4
2,1,600,1,projected_order_1d,2,26150.00,505200.00,531350.00,7.340153192541e-6,2.757861882022e-4,2.809019629695e-4,4.149813112377e-4
2,1,600,1,warm_start_balanced_kmeans,2,2330850.00,505200.00,2836050.00,4.871686349763e-6,2.244859503563e-4,2.234940896534e-4,3.646102339063e-4
2,1,600,10,balanced_kmeans,2,209425.00,529650.00,739075.00,5.547104110327e-6,2.401170921104e-4,2.468235433858e-4,4.288994195498e-4
2,1,600,10,hash_placebo_mean,2,1420.00,529650.00,531070.00,1.088591938958e-5,3.366331812355e-4,3.347618710548e-4,3.434579670660e-4
2,1,600,10,nearest_centroid_quota_repair,2,193135.00,529650.00,722785.00,5.547104110327e-6,2.401170921104e-4,2.468235433858e-4,4.288994195498e-4
2,1,600,10,projected_order_1d,2,2615.00,529650.00,532265.00,8.243986938783e-6,2.927756581446e-4,2.888033915779e-4,3.303009949285e-4
2,1,600,10,warm_start_balanced_kmeans,2,233085.00,529650.00,762735.00,5.547104110327e-6,2.401170921104e-4,2.468235433858e-4,4.288994195498e-4
2,1,600,25,balanced_kmeans,2,83770.00,519650.00,603420.00,5.689832556725e-6,2.432474134787e-4,2.504976746475e-4,2.285384913421e-4
2,1,600,25,hash_placebo_mean,2,568.00,519650.00,520218.00,1.157454375993e-5,3.471351767541e-4,3.475264223863e-4,3.082879522953e-4
2,1,600,25,nearest_centroid_quota_repair,2,77254.00,519650.00,596904.00,5.689832556725e-6,2.432474134787e-4,2.504976746475e-4,2.285384913421e-4
2,1,600,25,projected_order_1d,2,1046.00,519650.00,520696.00,8.556210783753e-6,2.983820608523e-4,2.961430273627e-4,2.837044766011e-4
2,1,600,25,warm_start_balanced_kmeans,2,93234.00,519650.00,612884.00,5.689832556725e-6,2.432474134787e-4,2.504976746475e-4,2.285384913421e-4
2,1,600,50,balanced_kmeans,2,41885.00,533350.00,575235.00,5.254652878744e-6,2.339162491703e-4,2.308301689474e-4,3.833910292315e-4
2,1,600,50,hash_placebo_mean,2,284.00,533350.00,533634.00,1.052995944717e-5,3.310719084764e-4,3.319025841093e-4,3.909454792606e-4
2,1,600,50,nearest_centroid_quota_repair,2,38627.00,533350.00,571977.00,5.254652878744e-6,2.339162491703e-4,2.308301689474e-4,3.833910292315e-4
2,1,600,50,projected_order_1d,2,523.00,533350.00,533873.00,7.984041687125e-6,2.881802335715e-4,2.874097851277e-4,3.954827268728e-4
2,1,600,50,warm_start_balanced_kmeans,2,46617.00,533350.00,579967.00,5.254652878744e-6,2.339162491703e-4,2.308301689474e-4,3.833910292315e-4
2,1,600,100,balanced_kmeans,2,20942.50,544400.00,565342.50,6.961691118634e-6,2.679841062044e-4,2.679921032620e-4,5.499873569050e-4
2,1,600,100,hash_placebo_mean,2,142.00,544400.00,544542.00,1.256245078111e-5,3.603109092880e-4,3.651539722922e-4,5.769147974568e-4
2,1,600,100,nearest_centroid_quota_repair,2,19313.50,544400.00,563713.50,6.961691118634e-6,2.679841062044e-4,2.679921032620e-4,5.499873569050e-4
2,1,600,100,projected_order_1d,2,261.50,544400.00,544661.50,9.888780029844e-6,3.190064793278e-4,3.225690996962e-4,5.786835973112e-4
2,1,600,100,warm_start_balanced_kmeans,2,23308.50,544400.00,567708.50,6.961691118634e-6,2.679841062044e-4,2.679921032620e-4,5.499873569050e-4
2,1,2400,1,balanced_kmeans,2,3509750.00,554700.00,4064450.00,2.378008281953e-5,4.968792156480e-4,4.947371659635e-4,5.065929679517e-4
2,1,2400,1,hash_placebo_mean,2,0.00,554700.00,554700.00,3.294011517131e-5,5.850500365063e-4,5.831814278812e-4,5.284841330919e-4
2,1,2400,1,nearest_centroid_quota_repair,2,79000.00,554700.00,633700.00,2.455914196770e-5,5.049502699465e-4,4.848604043632e-4,4.862185163574e-4
2,1,2400,1,projected_order_1d,2,25450.00,554700.00,580150.00,2.803863788604e-5,5.392703939884e-4,5.228704779085e-4,5.481161021805e-4
2,1,2400,1,warm_start_balanced_kmeans,2,3074050.00,554700.00,3628750.00,2.401934084808e-5,4.994237920960e-4,5.062554045165e-4,5.274138338223e-4
2,1,2400,10,balanced_kmeans,2,350975.00,556550.00,907525.00,2.479295706893e-5,5.058135851955e-4,5.046337218834e-4,3.919557405823e-4
2,1,2400,10,hash_placebo_mean,2,0.00,556550.00,556550.00,3.385309010418e-5,5.916296937824e-4,5.945066891525e-4,4.145562487101e-4
2,1,2400,10,nearest_centroid_quota_repair,2,7900.00,556550.00,564450.00,2.555484137410e-5,5.137767936081e-4,5.070163639142e-4,3.637281548468e-4
2,1,2400,10,projected_order_1d,2,2545.00,556550.00,559095.00,2.837533421283e-5,5.413922196835e-4,5.440040936535e-4,4.116246972306e-4
2,1,2400,10,warm_start_balanced_kmeans,2,307405.00,556550.00,863955.00,2.496474796659e-5,5.076694157410e-4,5.066342728226e-4,3.904863833668e-4
2,1,2400,25,balanced_kmeans,2,140390.00,567700.00,708090.00,2.534321824921e-5,5.127563356028e-4,5.150924875421e-4,5.259566900317e-4
2,1,2400,25,hash_placebo_mean,2,0.00,567700.00,567700.00,3.407287645852e-5,5.951177190898e-4,5.951302932656e-4,5.610838222234e-4
2,1,2400,25,nearest_centroid_quota_repair,2,3160.00,567700.00,570860.00,2.598574946373e-5,5.193395739390e-4,5.160646768331e-4,5.297091972238e-4
2,1,2400,25,projected_order_1d,2,1018.00,567700.00,568718.00,2.934762930307e-5,5.521436225361e-4,5.595567206467e-4,5.810775153172e-4
2,1,2400,25,warm_start_balanced_kmeans,2,122962.00,567700.00,690662.00,2.541257460372e-5,5.132793085174e-4,5.164826838136e-4,5.512022980092e-4
2,1,2400,50,balanced_kmeans,2,70195.00,568850.00,639045.00,2.643973999482e-5,5.212249764751e-4,5.231856752837e-4,4.376137882289e-4
2,1,2400,50,hash_placebo_mean,2,0.00,568850.00,568850.00,3.521696893053e-5,6.025820690006e-4,5.939513869645e-4,4.644567614700e-4
2,1,2400,50,nearest_centroid_quota_repair,2,1580.00,568850.00,570430.00,2.717104172990e-5,5.287554705895e-4,5.286597798849e-4,5.295615417609e-4
2,1,2400,50,projected_order_1d,2,509.00,568850.00,569359.00,2.970918428488e-5,5.533362912687e-4,5.376033922303e-4,4.909477193422e-4
2,1,2400,50,warm_start_balanced_kmeans,2,61481.00,568850.00,630331.00,2.666806332161e-5,5.236142021132e-4,5.242675173291e-4,4.116796326130e-4
2,1,2400,100,balanced_kmeans,2,35097.50,607100.00,642197.50,2.960476158830e-5,5.517313054002e-4,5.610631959490e-4,5.481928432545e-4
2,1,2400,100,hash_placebo_mean,2,0.00,607100.00,607100.00,3.919818112272e-5,6.363979487106e-4,6.357245739088e-4,5.040173247028e-4
2,1,2400,100,nearest_centroid_quota_repair,2,790.00,607100.00,607890.00,3.066797586034e-5,5.616417043407e-4,5.652254603136e-4,5.633831599567e-4
2,1,2400,100,projected_order_1d,2,254.50,607100.00,607354.50,3.338326784514e-5,5.865775032666e-4,5.831150377705e-4,4.500094772766e-4
2,1,2400,100,warm_start_balanced_kmeans,2,30740.50,607100.00,637840.50,3.004991607127e-5,5.557798680901e-4,5.462199416247e-4,5.138799048865e-4
2,2,600,1,balanced_kmeans,2,2639350.00,570800.00,3210150.00,3.551739885172e-6,1.923315773546e-4,1.933433075035e-4,2.718282897192e-4
2,2,600,1,hash_placebo_mean,2,14200.00,570800.00,585000.00,8.020178456944e-6,2.889693707583e-4,2.849430728608e-4,3.094217137258e-4
2,2,600,1,nearest_centroid_quota_repair,2,2800100.00,570800.00,3370900.00,3.551739885172e-6,1.923315773546e-4,1.933433075035e-4,2.718282897192e-4
2,2,600,1,projected_order_1d,2,28800.00,570800.00,599600.00,4.487882834481e-6,2.161748956334e-4,2.242177507470e-4,2.361802932569e-4
2,2,600,1,warm_start_balanced_kmeans,2,2540350.00,570800.00,3111150.00,3.551739885172e-6,1.923315773546e-4,1.933433075035e-4,2.718282897192e-4
2,2,600,10,balanced_kmeans,2,263935.00,596750.00,860685.00,3.338054086777e-6,1.864686099164e-4,1.804844555428e-4,3.377365606241e-4
2,2,600,10,hash_placebo_mean,2,1420.00,596750.00,598170.00,7.527753206150e-6,2.798703708523e-4,2.830613468180e-4,4.087592255537e-4
2,2,600,10,nearest_centroid_quota_repair,2,280010.00,596750.00,876760.00,3.338054086777e-6,1.864686099164e-4,1.804844555428e-4,3.377365606241e-4
2,2,600,10,projected_order_1d,2,2880.00,596750.00,599630.00,4.250781847736e-6,2.104248263393e-4,2.045683990789e-4,3.374527910296e-4
2,2,600,10,warm_start_balanced_kmeans,2,254035.00,596750.00,850785.00,3.338054086777e-6,1.864686099164e-4,1.804844555428e-4,3.377365606241e-4
2,2,600,25,balanced_kmeans,2,105574.00,563100.00,668674.00,3.519736516611e-6,1.914524329468e-4,1.926907532585e-4,3.624977821453e-4
2,2,600,25,hash_placebo_mean,2,568.00,563100.00,563668.00,8.144539382682e-6,2.912378144112e-4,2.926871736791e-4,3.991203910212e-4
2,2,600,25,nearest_centroid_quota_repair,2,112004.00,563100.00,675104.00,3.519736516611e-6,1.914524329468e-4,1.926907532585e-4,3.624977821453e-4
2,2,600,25,projected_order_1d,2,1152.00,563100.00,564252.00,4.670226088285e-6,2.205230756786e-4,2.209644915343e-4,3.485925603499e-4
2,2,600,25,warm_start_balanced_kmeans,2,101614.00,563100.00,664714.00,3.519736516611e-6,1.914524329468e-4,1.926907532585e-4,3.624977821453e-4
2,2,600,50,balanced_kmeans,2,52787.00,554350.00,607137.00,3.736612906503e-6,1.972879570820e-4,1.942886870362e-4,3.015492535496e-4
2,2,600,50,hash_placebo_mean,2,284.00,554350.00,554634.00,8.492690548606e-6,2.970131506419e-4,2.945398265947e-4,3.618498646345e-4
2,2,600,50,nearest_centroid_quota_repair,2,56002.00,554350.00,610352.00,3.736612906503e-6,1.972879570820e-4,1.942886870362e-4,3.015492535496e-4
2,2,600,50,projected_order_1d,2,576.00,554350.00,554926.00,4.859750301186e-6,2.249329960355e-4,2.275899309507e-4,3.476506121842e-4
2,2,600,50,warm_start_balanced_kmeans,2,50807.00,554350.00,605157.00,3.736612906503e-6,1.972879570820e-4,1.942886870362e-4,3.015492535496e-4
2,2,600,100,balanced_kmeans,2,26393.50,544400.00,570793.50,4.421111163675e-6,2.143793732659e-4,2.167456471960e-4,3.108296546230e-4
2,2,600,100,hash_placebo_mean,2,142.00,544400.00,544542.00,9.329419707210e-6,3.114731967429e-4,3.102508872018e-4,2.908466018630e-4
2,2,600,100,nearest_centroid_quota_repair,2,28001.00,544400.00,572401.00,4.421111163675e-6,2.143793732659e-4,2.167456471960e-4,3.108296546230e-4
2,2,600,100,projected_order_1d,2,288.00,544400.00,544688.00,5.491033957437e-6,2.389965717048e-4,2.340339478723e-4,2.700912523110e-4
2,2,600,100,warm_start_balanced_kmeans,2,25403.50,544400.00,569803.50,4.421111163675e-6,2.143793732659e-4,2.167456471960e-4,3.108296546230e-4
2,2,2400,1,balanced_kmeans,2,3580150.00,564550.00,4144700.00,2.035848129420e-5,4.599840625707e-4,4.591325978495e-4,5.552556875443e-4
2,2,2400,1,hash_placebo_mean,2,0.00,564550.00,564550.00,2.920394752208e-5,5.506356935913e-4,5.471983684789e-4,5.657548829499e-4
2,2,2400,1,nearest_centroid_quota_repair,2,106650.00,564550.00,671200.00,2.091991632953e-5,4.661629288310e-4,4.651427056052e-4,5.192818500532e-4
2,2,2400,1,projected_order_1d,2,27750.00,564550.00,592300.00,2.410263712234e-5,5.000610299344e-4,4.949421522056e-4,4.734246407381e-4
2,2,2400,1,warm_start_balanced_kmeans,2,1881150.00,564550.00,2445700.00,2.021434788349e-5,4.584212072808e-4,4.571475895349e-4,4.474243946717e-4
2,2,2400,10,balanced_kmeans,2,358015.00,551200.00,909215.00,1.777402867440e-5,4.300883042389e-4,4.333937152855e-4,5.054591200917e-4
2,2,2400,10,hash_placebo_mean,2,0.00,551200.00,551200.00,2.506840344357e-5,5.107465429346e-4,5.079655302062e-4,5.325713264570e-4
2,2,2400,10,nearest_centroid_quota_repair,2,10665.00,551200.00,561865.00,1.797748131723e-5,4.325477625272e-4,4.189845175179e-4,5.093408196828e-4
2,2,2400,10,projected_order_1d,2,2775.00,551200.00,553975.00,2.058797764837e-5,4.626580919866e-4,4.639818102198e-4,5.983323759509e-4
2,2,2400,10,warm_start_balanced_kmeans,2,188115.00,551200.00,739315.00,1.774791826454e-5,4.298096917718e-4,4.308136888526e-4,4.358990549989e-4
2,2,2400,25,balanced_kmeans,2,143206.00,535200.00,678406.00,2.059773923626e-5,4.627525927914e-4,4.495096703804e-4,6.770047073807e-4
2,2,2400,25,hash_placebo_mean,2,0.00,535200.00,535200.00,2.844114926826e-5,5.437473978655e-4,5.434939361098e-4,6.350044612558e-4
2,2,2400,25,nearest_centroid_quota_repair,2,4266.00,535200.00,539466.00,2.098215661545e-5,4.669784471116e-4,4.620174316477e-4,6.348063228856e-4
2,2,2400,25,projected_order_1d,2,1110.00,535200.00,536310.00,2.328402788471e-5,4.917644317184e-4,4.960626249945e-4,7.435408661429e-4
2,2,2400,25,warm_start_balanced_kmeans,2,75246.00,535200.00,610446.00,2.055337273513e-5,4.623119081295e-4,4.483201024023e-4,6.256864423015e-4
2,2,2400,50,balanced_kmeans,2,71603.00,562750.00,634353.00,1.961646533931e-5,4.519526546292e-4,4.506667586822e-4,4.717388474518e-4
2,2,2400,50,hash_placebo_mean,2,0.00,562750.00,562750.00,2.683106286955e-5,5.282133955304e-4,5.271463162587e-4,4.765176240582e-4
2,2,2400,50,nearest_centroid_quota_repair,2,2133.00,562750.00,564883.00,1.969916121903e-5,4.528896359878e-4,4.504411501305e-4,5.246171322284e-4
2,2,2400,50,projected_order_1d,2,555.00,562750.00,563305.00,2.225966168430e-5,4.812183046319e-4,4.764775735976e-4,4.029863427775e-4
2,2,2400,50,warm_start_balanced_kmeans,2,37623.00,562750.00,600373.00,1.954644829857e-5,4.511645359685e-4,4.506393296762e-4,4.558777686157e-4
2,2,2400,100,balanced_kmeans,2,35801.50,568850.00,604651.50,2.088270256713e-5,4.662548048942e-4,4.667567447166e-4,5.652632697917e-4
2,2,2400,100,hash_placebo_mean,2,0.00,568850.00,568850.00,2.732488406768e-5,5.334753366951e-4,5.315846952734e-4,5.322113753152e-4
2,2,2400,100,nearest_centroid_quota_repair,2,1066.50,568850.00,569916.50,2.110149824614e-5,4.686660049749e-4,4.637086603648e-4,4.897068290575e-4
2,2,2400,100,projected_order_1d,2,277.50,568850.00,569127.50,2.334033179879e-5,4.929990626347e-4,4.901291309590e-4,4.747515868786e-4
2,2,2400,100,warm_start_balanced_kmeans,2,18811.50,568850.00,587661.50,2.075916411521e-5,4.648247639312e-4,4.689973617353e-4,5.035516045808e-4
