dataset_index,dataset_seed,initialization_index,initialization_seed,stream_seed,arm,hash_partition_id,final_train_loss,final_evaluation_loss,final_evaluation_accuracy,accepted_updates,no_op_slots,beneficial_updates,harmful_updates,false_authorizations,false_authorization_rate,cumulative_beneficial_utility,cumulative_harmful_utility_noop_regret,p90_harmful_utility,p95_harmful_utility,p99_harmful_utility,max_harmful_utility,projected_feature_ns,partition_ns,panel_ns,policy_ns,shadow_ns,wall_ns
0,a303d1da00000001,2,a303d1a700000003,a303d1ea00000006,projected_order_1d,,2.195086479e-1,1.992344260e0,0.458333,4200,0,2892,1308,1308,0.31142857,1.306938842e0,4.132092744e-1,7.225871086e-4,8.742809296e-4,1.262962818e-3,2.698898315e-3,333300,365300,1932200,9132461600,49660600,9186428900
0,a303d1da00000001,2,a303d1a700000003,a303d1ea00000006,hash_placebo,2,3.391228616e-1,1.717050076e0,0.479167,4200,0,2731,1469,1469,0.34976190,1.424105138e0,6.499897838e-1,9.836554527e-4,1.218199730e-3,1.725435257e-3,2.888739109e-3,0,4300,2012700,9033882000,49391700,9086927400
0,a303d1da00000001,3,a303d1a700000004,a303d1ea00000007,projected_order_1d,,4.037051499e-1,1.976474404e0,0.416667,4200,0,2759,1441,1441,0.34309524,1.159442037e0,4.728217125e-1,6.965994835e-4,8.837580681e-4,1.292645931e-3,2.162724733e-3,309900,348200,1905600,9088115800,49155300,9142042100
0,a303d1da00000001,3,a303d1a700000004,a303d1ea00000007,hash_placebo,1,3.901958764e-1,1.763255954e0,0.500000,4200,0,2746,1454,1454,0.34619048,1.291516542e0,5.913869441e-1,8.844137192e-4,1.128911972e-3,1.768440008e-3,4.252791405e-3,0,4900,1848700,9076762100,48960400,9129327400
0,a303d1da00000001,3,a303d1a700000004,a303d1ea00000008,projected_order_1d,,2.687902153e-1,2.323877811e0,0.562500,4200,0,2889,1311,1311,0.31214286,1.240309685e0,4.187744260e-1,7.146596909e-4,8.885264397e-4,1.319050789e-3,1.953840256e-3,312500,356500,2063600,9141423100,50156700,9196136500
0,a303d1da00000001,3,a303d1a700000004,a303d1ea00000008,hash_placebo,5,3.804303110e-1,1.675339341e0,0.489583,4200,0,2797,1403,1403,0.33404762,1.202274621e0,4.923794568e-1,7.639527321e-4,9.880065918e-4,1.516193151e-3,3.118634224e-3,0,5900,2886400,10139011200,54353500,10198676300
0,a303d1da00000001,4,a303d1a700000005,a303d1ea00000009,projected_order_1d,,3.198386431e-1,1.638512015e0,0.520833,4200,0,2773,1427,1427,0.33976190,1.383888453e0,5.775108039e-1,8.941292763e-4,1.150965691e-3,1.707583666e-3,3.230333328e-3,351100,458200,2833500,10133250100,54862600,10194127900
0,a303d1da00000001,4,a303d1a700000005,a303d1ea00000009,hash_placebo,4,2.513559461e-1,1.626056671e0,0.520833,4200,0,2824,1376,1376,0.32761905,1.478305966e0,6.034456193e-1,1.010000706e-3,1.307368279e-3,1.984506845e-3,3.780841827e-3,0,5600,2849500,10130326700,54949700,10190593100
0,a303d1da00000001,4,a303d1a700000005,a303d1ea0000000a,projected_order_1d,,3.059109747e-1,1.516157508e0,0.479167,4200,0,2808,1392,1392,0.33142857,1.375608802e0,5.553034842e-1,8.923113346e-4,1.215577126e-3,1.808732748e-3,2.992153168e-3,329000,412700,2626100,9704983800,53081900,9763894900
0,a303d1da00000001,4,a303d1a700000005,a303d1ea0000000a,hash_placebo,0,3.430943489e-1,1.596530080e0,0.468750,4200,0,2753,1447,1447,0.34452381,1.409970105e0,6.268481612e-1,9.636878967e-4,1.186728477e-3,1.769006252e-3,3.566145897e-3,0,6400,2794700,9929133800,53928600,9988396700
1,a303d1da00000002,0,a303d1a700000001,a303d1ea0000000b,projected_order_1d,,2.091549486e-1,1.876642108e0,0.614583,4200,0,2930,1270,1270,0.30238095,1.365282297e0,4.262828678e-1,7.343441248e-4,9.455084801e-4,1.482367516e-3,2.842098475e-3,348400,470900,2841200,10199108300,55510700,10260640100
1,a303d1da00000002,0,a303d1a700000001,a303d1ea0000000b,hash_placebo,7,2.513504922e-1,2.736849546e0,0.531250,4200,0,2820,1380,1380,0.32857143,1.420731977e0,5.239280909e-1,8.174180984e-4,1.052558422e-3,1.651287079e-3,2.366453409e-3,0,3800,2753200,10184581200,55377100,10245169600
1,a303d1da00000002,0,a303d1a700000001,a303d1ea0000000c,projected_order_1d,,2.642713487e-1,2.284712315e0,0.520833,4200,0,2928,1272,1272,0.30285714,1.283062845e0,3.991798162e-1,6.897449493e-4,8.870363235e-4,1.236379147e-3,1.884311438e-3,349700,454200,2734500,10122927800,55081400,10183960400
1,a303d1da00000002,0,a303d1a700000001,a303d1ea0000000c,hash_placebo,3,9.180162102e-2,1.830683351e0,0.593750,4200,0,3026,1174,1174,0.27952381,1.395794019e0,3.394412622e-1,6.461814046e-4,8.803978562e-4,1.396767795e-3,2.040788531e-3,0,5600,2850600,10099073400,55703400,10159953900
1,a303d1da00000002,1,a303d1a700000002,a303d1ea0000000d,projected_order_1d,,2.076090574e-1,1.630477905e0,0.520833,4200,0,2728,1472,1472,0.35047619,1.872795835e0,9.630082995e-1,1.463472843e-3,1.892805099e-3,2.808094025e-3,4.761338234e-3,344700,463300,2791200,10109942600,55132300,10171106300
1,a303d1da00000002,1,a303d1a700000002,a303d1ea0000000d,hash_placebo,2,2.335017473e-1,1.900956511e0,0.531250,4200,0,2791,1409,1409,0.33547619,1.665952638e0,7.820577919e-1,1.228511333e-3,1.653075218e-3,2.490878105e-3,3.942370415e-3,0,4500,2781100,10071098100,55043400,10131595900
1,a303d1da00000002,1,a303d1a700000002,a303d1ea0000000e,projected_order_1d,,1.601629704e-1,1.651426196e0,0.625000,4200,0,2800,1400,1400,0.33333333,1.667653039e0,7.104194164e-1,1.134037971e-3,1.437649131e-3,1.967847347e-3,3.385484219e-3,339100,418300,2640000,9943577200,54349400,10003784700
1,a303d1da00000002,1,a303d1a700000002,a303d1ea0000000e,hash_placebo,6,1.717884541e-1,1.245785594e0,0.614583,4200,0,2766,1434,1434,0.34142857,1.659330934e0,7.137227952e-1,1.102089882e-3,1.418530941e-3,1.979649067e-3,2.689227462e-3,0,4500,3096600,10122475800,55171200,10183380600
1,a303d1da00000002,2,a303d1a700000003,a303d1ea0000000f,projected_order_1d,,3.550673425e-1,1.924208641e0,0.468750,4200,0,2844,1356,1356,0.32285714,1.178717762e0,4.247407913e-1,7.246136665e-4,9.077191353e-4,1.284778118e-3,2.070069313e-3,353500,474800,2772500,10336980300,56056500,10399104400
1,a303d1da00000002,2,a303d1a700000003,a303d1ea0000000f,hash_placebo,5,2.659870684e-1,1.555466771e0,0.572917,4200,0,2860,1340,1340,0.31904762,1.242177278e0,3.991200328e-1,6.499588490e-4,8.243918419e-4,1.146703959e-3,1.701086760e-3,0,5500,2626600,9808610100,53807800,9867676400
1,a303d1da00000002,2,a303d1a700000003,a303d1ea00000010,projected_order_1d,,2.391902357e-1,1.771289825e0,0.541667,4200,0,2971,1229,1229,0.29261905,1.197842717e0,3.279886395e-1,5.760192871e-4,7.266998291e-4,1.095533371e-3,2.241015434e-3,327700,402700,2413400,9422611100,51296100,9479228700
1,a303d1da00000002,2,a303d1a700000003,a303d1ea00000010,hash_placebo,1,2.491428405e-1,1.670820832e0,0.541667,4200,0,2863,1337,1337,0.31833333,1.291809782e0,4.319083095e-1,7.375478745e-4,9.123682976e-4,1.321375370e-3,2.463340759e-3,0,5100,2776700,10004450600,54513700,10064172500
1,a303d1da00000002,3,a303d1a700000004,a303d1ea00000011,projected_order_1d,,1.550615877e-1,1.870627403e0,0.489583,4200,0,2848,1352,1352,0.32190476,1.386661455e0,4.460733235e-1,7.346272469e-4,9.046643972e-4,1.273602247e-3,2.134144306e-3,349900,468400,2758100,9942656400,54252200,10002850400
1,a303d1da00000002,3,a303d1a700000004,a303d1ea00000011,hash_placebo,0,1.175800338e-1,1.878329277e0,0.583333,4200,0,2929,1271,1271,0.30261905,1.412493549e0,4.344238639e-1,7.456839085e-4,9.478926659e-4,1.519009471e-3,2.844050527e-3,0,6200,2730700,9801989400,53334200,9860331400
1,a303d1da00000002,3,a303d1a700000004,a303d1ea00000012,projected_order_1d,,8.947873116e-2,1.719353318e0,0.541667,4200,0,3085,1115,1115,0.26547619,1.315210678e0,3.090396896e-1,5.936026573e-4,7.782280445e-4,1.141995192e-3,2.535879612e-3,344100,456800,3012000,10209408400,56115300,10271919600
1,a303d1da00000002,3,a303d1a700000004,a303d1ea00000012,hash_placebo,4,8.405432850e-2,1.756335855e0,0.562500,4200,0,2965,1235,1235,0.29404762,1.421443723e0,4.098483324e-1,7.441043854e-4,9.568035603e-4,1.504659653e-3,2.750754356e-3,0,6400,2833500,10323913600,55969200,10385277600
1,a303d1da00000002,4,a303d1a700000005,a303d1ea00000013,projected_order_1d,,6.835419685e-2,1.745434284e0,0.604167,4200,0,3124,1076,1076,0.25619048,1.390072338e0,3.434837461e-1,7.411241531e-4,9.541511536e-4,1.670882106e-3,2.459421754e-3,336000,414500,2444000,9340070400,51206700,9396639900
1,a303d1da00000002,4,a303d1a700000005,a303d1ea00000013,hash_placebo,3,2.721017599e-2,2.017050028e0,0.583333,4200,0,3085,1115,1115,0.26547619,1.422078537e0,3.343459237e-1,6.533414125e-4,8.250474930e-4,1.491516829e-3,2.451628447e-3,0,5900,2531100,9459962800,51973200,9516646800
1,a303d1da00000002,4,a303d1a700000005,a303d1ea00000014,projected_order_1d,,1.441646665e-1,2.202908039e0,0.447917,4200,0,2857,1343,1343,0.31976190,1.763910711e0,7.931325883e-1,1.349925995e-3,1.766860485e-3,3.129303455e-3,5.139052868e-3,327600,405600,2558100,9471563300,52030200,9529114300
1,a303d1da00000002,4,a303d1a700000005,a303d1ea00000014,hash_placebo,7,2.652152479e-1,1.830953956e0,0.510417,4200,0,2803,1397,1397,0.33261905,1.500331193e0,6.506036520e-1,1.080453396e-3,1.356065273e-3,1.951396465e-3,3.051877022e-3,0,4400,2573600,9569526300,52529100,9626879300
2,a303d1da00000003,0,a303d1a700000001,a303d1ea00000015,projected_order_1d,,1.374274045e-1,1.985451221e0,0.645833,4200,0,2833,1367,1367,0.32547619,1.480459049e0,4.924602807e-1,8.362531662e-4,1.028716564e-3,1.490265131e-3,2.304524183e-3,323700,387200,2668300,9400209300,52152500,9457906700
2,a303d1da00000003,0,a303d1a700000001,a303d1ea00000015,hash_placebo,6,1.901495010e-1,1.642965198e0,0.666667,4200,0,2834,1366,1366,0.32523810,1.513334870e0,5.780581981e-1,9.105801582e-4,1.131147146e-3,1.698732376e-3,2.628296614e-3,0,4500,2829100,9575602600,53003400,9633851200
2,a303d1da00000003,0,a303d1a700000001,a303d1ea00000016,projected_order_1d,,1.732881516e-1,1.425963759e0,0.656250,4200,0,2860,1340,1340,0.31904762,1.461850777e0,5.097127557e-1,8.489936590e-4,1.004531980e-3,1.486182213e-3,2.827048302e-3,325900,456800,2646900,9557403700,53265800,9616415000
2,a303d1da00000003,0,a303d1a700000001,a303d1ea00000016,hash_placebo,2,2.265569121e-1,1.376065731e0,0.635417,4200,0,2770,1430,1430,0.34047619,1.532263845e0,6.333945841e-1,9.712427855e-4,1.225024462e-3,1.953721046e-3,3.323197365e-3,0,3900,2640400,9657331800,53070800,9715539700
2,a303d1da00000003,1,a303d1a700000002,a303d1ea00000017,projected_order_1d,,7.309723645e-2,2.227935553e0,0.552083,4200,0,2972,1228,1228,0.29238095,1.468261816e0,4.164988846e-1,7.507801056e-4,9.197592735e-4,1.200258732e-3,1.664638519e-3,327400,375200,2457500,9415087900,52106100,9472449100
2,a303d1da00000003,1,a303d1a700000002,a303d1ea00000017,hash_placebo,1,2.739611827e-2,2.383594275e0,0.614583,4200,0,2976,1224,1224,0.29142857,1.566161763e0,4.686977137e-1,8.808076382e-4,1.097053289e-3,1.660071313e-3,2.509981394e-3,0,4500,2350500,9243237900,50937600,9298663100
2,a303d1da00000003,1,a303d1a700000002,a303d1ea00000018,projected_order_1d,,2.546329238e-2,2.599782228e0,0.656250,4200,0,2965,1235,1235,0.29404762,1.531619344e0,4.322224688e-1,7.906723768e-4,1.028373837e-3,1.446545124e-3,2.471290529e-3,324700,378000,2446900,9345077000,51419100,9401710100
2,a303d1da00000003,1,a303d1a700000002,a303d1ea00000018,hash_placebo,5,9.474516660e-2,2.225088596e0,0.614583,4200,0,2861,1339,1339,0.31880952,1.617825240e0,5.877102390e-1,9.722113609e-4,1.336872578e-3,2.205878496e-3,3.668010235e-3,0,4300,2303300,9266823900,50345400,9321432900
2,a303d1da00000003,2,a303d1a700000003,a303d1ea00000019,projected_order_1d,,2.396970391e-1,1.702367187e0,0.677083,4200,0,2814,1386,1386,0.33000000,1.397584409e0,5.381790698e-1,8.755326271e-4,1.060545444e-3,1.547425985e-3,2.308487892e-3,321200,375000,2369800,9358869700,51005300,9415063100
2,a303d1da00000003,2,a303d1a700000003,a303d1ea00000019,hash_placebo,4,2.522378266e-1,1.604638219e0,0.625000,4200,0,2760,1440,1440,0.34285714,1.419813871e0,5.729493201e-1,8.482933044e-4,1.045525074e-3,1.635462046e-3,3.474384546e-3,0,4300,2456500,9308995300,50548700,9364008800
2,a303d1da00000003,2,a303d1a700000003,a303d1ea0000001a,projected_order_1d,,3.881879747e-1,1.498678684e0,0.656250,4200,0,2698,1502,1502,0.35761905,1.240681052e0,5.297666490e-1,7.624924183e-4,9.359717369e-4,1.420795918e-3,2.147316933e-3,325900,388900,2354600,9400725000,51039500,9456989400
2,a303d1da00000003,2,a303d1a700000003,a303d1ea0000001a,hash_placebo,0,2.362638563e-1,1.499374509e0,0.656250,4200,0,2852,1348,1348,0.32095238,1.392176643e0,5.293381214e-1,8.465051651e-4,1.076459885e-3,1.664102077e-3,2.519011497e-3,0,4000,2458300,9332619000,51467500,9388685200
2,a303d1da00000003,3,a303d1a700000004,a303d1ea0000001b,projected_order_1d,,6.707786024e-2,1.551937699e0,0.656250,4200,0,2995,1205,1205,0.28690476,1.411102518e0,3.697712123e-1,6.903409958e-4,9.268075228e-4,1.412689686e-3,2.546668053e-3,314600,378700,2323200,9369711500,51644700,9426569500
2,a303d1da00000003,3,a303d1a700000004,a303d1ea0000001b,hash_placebo,7,1.712071747e-1,1.482169151e0,0.677083,4200,0,2828,1372,1372,0.32666667,1.563036069e0,6.258340776e-1,9.962320328e-4,1.247346401e-3,1.849263906e-3,2.770900726e-3,0,4200,2356500,9264340300,50812300,9319482100
2,a303d1da00000003,3,a303d1a700000004,a303d1ea0000001c,projected_order_1d,,2.497027963e-1,1.216713548e0,0.645833,4200,0,2785,1415,1415,0.33690476,1.551955834e0,6.932494640e-1,1.096487045e-3,1.356840134e-3,2.067655325e-3,3.141045570e-3,416500,393900,2604900,9457473000,52098000,9515034100
2,a303d1da00000003,3,a303d1a700000004,a303d1ea0000001c,hash_placebo,3,3.586186171e-1,1.472428799e0,0.614583,4200,0,2737,1463,1463,0.34833333,1.394278586e0,6.444880366e-1,1.008868217e-3,1.199096441e-3,1.755952835e-3,2.870202065e-3,0,5000,2354000,9306804500,50908400,9362040300
2,a303d1da00000003,4,a303d1a700000005,a303d1ea0000001d,projected_order_1d,,2.032368183e-1,2.078569174e0,0.614583,4200,0,2815,1385,1385,0.32976190,1.542320520e0,6.361681521e-1,1.005887985e-3,1.316070557e-3,2.146005630e-3,3.450199962e-3,318200,374700,2325700,9319290900,51450300,9375750000
2,a303d1da00000003,4,a303d1a700000005,a303d1ea0000001d,hash_placebo,2,1.429671943e-1,1.696456909e0,0.604167,4200,0,2863,1337,1337,0.31833333,1.543017238e0,5.765952468e-1,9.591430426e-4,1.201599836e-3,1.826167107e-3,2.978563309e-3,0,4100,2430700,9353219300,50835400,9408488300
2,a303d1da00000003,4,a303d1a700000005,a303d1ea0000001e,projected_order_1d,,1.380001158e-1,1.663727760e0,0.666667,4200,0,2891,1309,1309,0.31166667,1.536836877e0,5.654478073e-1,9.719580412e-4,1.263067126e-3,1.842215657e-3,2.784013748e-3,315300,367100,2292400,9282620400,51111400,9338661400
2,a303d1da00000003,4,a303d1a700000005,a303d1ea0000001e,hash_placebo,6,2.623341382e-1,1.900870323e0,0.552083,4200,0,2784,1416,1416,0.33714286,1.485928178e0,6.388731301e-1,9.870231152e-4,1.256108284e-3,2.039283514e-3,4.278570414e-3,0,4200,2418100,9385173400,51266200,9440867000
3,a303d1da00000004,0,a303d1a700000001,a303d1ea0000001f,projected_order_1d,,2.569861114e-1,1.470367551e0,0.583333,4200,0,2874,1326,1326,0.31571429,1.392305017e0,5.283262432e-1,8.495450020e-4,1.104474068e-3,1.848667860e-3,3.378778696e-3,314500,361100,2250000,9299423500,50265800,9354553100
3,a303d1da00000004,0,a303d1a700000001,a303d1ea0000001f,hash_placebo,5,3.681191206e-1,1.354597569e0,0.468750,4200,0,2717,1483,1483,0.35309524,1.360235989e0,6.073902249e-1,9.137392044e-4,1.144647598e-3,1.695990562e-3,3.083825111e-3,0,4000,2382400,9402239700,50702700,9457298300
3,a303d1da00000004,0,a303d1a700000001,a303d1ea00000020,projected_order_1d,,1.701938361e-1,1.761387229e0,0.479167,4200,0,2905,1295,1295,0.30833333,1.541575417e0,5.908043683e-1,1.042902470e-3,1.337766647e-3,1.910328865e-3,4.037678242e-3,322700,381900,2348400,9353492000,50641600,9409275300
3,a303d1da00000004,0,a303d1a700000001,a303d1ea00000020,hash_placebo,1,2.334221601e-1,1.534580231e0,0.500000,4200,0,2867,1333,1333,0.31738095,1.399165273e0,5.116225481e-1,7.957220078e-4,1.026391983e-3,1.479327679e-3,2.777993679e-3,0,4600,2659000,9640926700,52646400,9698430800
3,a303d1da00000004,1,a303d1a700000002,a303d1ea00000021,projected_order_1d,,3.926534951e-1,2.154885769e0,0.489583,4200,0,2719,1481,1481,0.35261905,1.373782098e0,6.590879858e-1,9.807944298e-4,1.212149858e-3,1.901090145e-3,2.814859152e-3,334200,433100,2650700,9637451400,52185800,9695270800
3,a303d1da00000004,1,a303d1a700000002,a303d1ea00000021,hash_placebo,0,1.182081699e-1,1.462374091e0,0.604167,4200,0,2940,1260,1260,0.30000000,1.479196705e0,4.900572672e-1,8.520185947e-4,1.183360815e-3,2.075880766e-3,3.407955170e-3,0,4700,2745400,9567655400,52113700,9625540800
3,a303d1da00000004,1,a303d1a700000002,a303d1ea00000022,projected_order_1d,,2.778470218e-1,1.677682996e0,0.531250,4200,0,2812,1388,1388,0.33047619,1.508460850e0,6.789602637e-1,1.083970070e-3,1.492321491e-3,2.609163523e-3,5.613386631e-3,326800,393600,2427600,9416720400,51168800,9473270000
3,a303d1da00000004,1,a303d1a700000002,a303d1ea00000022,hash_placebo,4,2.154014111e-1,2.062966108e0,0.500000,4200,0,2814,1386,1386,0.33000000,1.560037851e0,6.680916548e-1,1.100182533e-3,1.433908939e-3,2.280682325e-3,4.220649600e-3,0,4400,2532000,9610773100,52890100,9668523800
3,a303d1da00000004,2,a303d1a700000003,a303d1ea00000023,projected_order_1d,,4.775147736e-1,1.003904819e0,0.541667,4200,0,2671,1529,1529,0.36404762,1.284777999e0,6.676898301e-1,9.291768074e-4,1.192092896e-3,1.712203026e-3,2.499520779e-3,321300,387600,2497400,9463896300,51383900,9520723000
3,a303d1da00000004,2,a303d1a700000003,a303d1ea00000023,hash_placebo,3,4.374425709e-1,1.021298051e0,0.614583,4200,0,2626,1574,1574,0.37476190,1.504657060e0,8.474966884e-1,1.222848892e-3,1.617729664e-3,2.327799797e-3,3.401041031e-3,0,4400,2490400,9543987700,51746700,9600656600
3,a303d1da00000004,2,a303d1a700000003,a303d1ea00000024,projected_order_1d,,3.460693657e-1,1.221350670e0,0.552083,4200,0,2726,1474,1474,0.35095238,1.346512824e0,5.979792476e-1,9.189844131e-4,1.165926456e-3,1.727461815e-3,2.741992474e-3,389600,421200,2545600,9575503600,51873000,9632991600
3,a303d1da00000004,2,a303d1a700000003,a303d1ea00000024,hash_placebo,7,3.920336664e-1,1.076125264e0,0.583333,4200,0,2660,1540,1540,0.36666667,1.472018182e0,7.694489062e-1,1.136541367e-3,1.428246498e-3,2.030819654e-3,2.907127142e-3,0,5200,2648700,9592732100,52732000,9650482600
3,a303d1da00000004,3,a303d1a700000004,a303d1ea00000025,projected_order_1d,,2.893470526e-1,1.774084449e0,0.562500,4200,0,2839,1361,1361,0.32404762,1.276708275e0,4.517556727e-1,7.327198982e-4,9.427070618e-4,1.384168863e-3,2.267777920e-3,326700,408200,2613100,9646777600,52566400,9705147000
3,a303d1da00000004,3,a303d1a700000004,a303d1ea00000025,hash_placebo,6,2.621140182e-1,2.242056131e0,0.541667,4200,0,2891,1309,1309,0.31166667,1.309061348e0,4.568757117e-1,7.684230804e-4,1.031219959e-3,1.541465521e-3,3.181248903e-3,0,5600,2507100,9440738500,52271100,9497745500
3,a303d1da00000004,3,a303d1a700000004,a303d1ea00000026,projected_order_1d,,4.518891275e-1,1.410901904e0,0.583333,4200,0,2645,1555,1555,0.37023810,1.403419822e0,7.410092950e-1,1.020550728e-3,1.357972622e-3,2.260386944e-3,3.497779369e-3,366600,401200,2668600,9777558800,52697000,9836199900
3,a303d1da00000004,3,a303d1a700000004,a303d1ea00000026,hash_placebo,2,2.194666117e-1,1.977818608e0,0.625000,4200,0,2881,1319,1319,0.31404762,1.424157500e0,5.293244570e-1,8.800029755e-4,1.177251339e-3,1.902788877e-3,3.243178129e-3,0,5500,2238000,9205697100,50438900,9260509700
3,a303d1da00000004,4,a303d1a700000005,a303d1ea00000027,projected_order_1d,,3.060242236e-1,2.057235479e0,0.520833,4200,0,2822,1378,1378,0.32809524,1.321314454e0,5.174389184e-1,8.204579353e-4,1.000344753e-3,1.554250717e-3,2.230137587e-3,340400,475400,2912300,9977262500,53783100,10037284400
3,a303d1da00000004,4,a303d1a700000005,a303d1ea00000027,hash_placebo,1,3.498578072e-1,1.788637161e0,0.531250,4200,0,2778,1422,1422,0.33857143,1.423377395e0,6.633354425e-1,1.028299332e-3,1.288533211e-3,1.886457205e-3,3.979891539e-3,0,6300,3032000,10240805600,55691600,10302015300
3,a303d1da00000004,4,a303d1a700000005,a303d1ea00000028,projected_order_1d,,2.697162032e-1,1.649479866e0,0.531250,4200,0,2846,1354,1354,0.32238095,1.366923988e0,5.267404318e-1,8.618235588e-4,1.149028540e-3,1.617193222e-3,2.461403608e-3,357100,456400,2943900,10025792900,54323700,10086393900
3,a303d1da00000004,4,a303d1a700000005,a303d1ea00000028,hash_placebo,5,3.036741316e-1,1.878366828e0,0.520833,4200,0,2801,1399,1399,0.33309524,1.428615242e0,6.223896146e-1,9.990632534e-4,1.346230507e-3,1.908332109e-3,2.408087254e-3,0,5600,2774200,9716653300,53050300,9775112300
4,a303d1da00000005,0,a303d1a700000001,a303d1ea00000029,projected_order_1d,,3.492659330e-1,1.823050141e0,0.479167,4200,0,2759,1441,1441,0.34309524,1.564702749e0,7.674584389e-1,1.235485077e-3,1.600027084e-3,2.640008926e-3,5.542337894e-3,396800,536100,2808700,9809421800,53351000,9868934500
4,a303d1da00000005,0,a303d1a700000001,a303d1ea00000029,hash_placebo,4,4.349204600e-1,1.746212125e0,0.447917,4200,0,2712,1488,1488,0.35428571,1.492619902e0,7.810301185e-1,1.135766506e-3,1.475572586e-3,2.284467220e-3,4.229664803e-3,0,4300,2707400,9581219400,51416500,9637705300
4,a303d1da00000005,0,a303d1a700000001,a303d1ea0000002a,projected_order_1d,,3.300254643e-1,1.713146210e0,0.541667,4200,0,2849,1351,1351,0.32166667,1.285877168e0,4.693923891e-1,7.817149162e-4,1.012861729e-3,1.450717449e-3,2.095788717e-3,323400,376800,2723200,9744108700,53355300,9803381200
4,a303d1da00000005,0,a303d1a700000001,a303d1ea0000002a,hash_placebo,0,3.910651505e-1,1.440184593e0,0.541667,4200,0,2752,1448,1448,0.34476190,1.405596286e0,6.501511931e-1,9.976625443e-4,1.406431198e-3,1.957416534e-3,3.149867058e-3,0,6000,2773700,9620479900,52095100,9677668400
