fit_id,operator_id,arm,teacher_seed,learner_seed,epoch,train_loss
"malecns-a1101-gx-cx-t6103-l7104","malecns-a1101-gx-cx","malecns",6103,7104,4,0.29840629359195886
"malecns-a1101-gx-cx-t6103-l7104","malecns-a1101-gx-cx","malecns",6103,7104,5,0.24921446780942927
"malecns-a1101-gx-cx-t6103-l7104","malecns-a1101-gx-cx","malecns",6103,7104,6,0.22172198842793103
"malecns-a1101-gx-cx-t6103-l7104","malecns-a1101-gx-cx","malecns",6103,7104,7,0.200735039464418
"malecns-a1101-gx-cx-t6103-l7104","malecns-a1101-gx-cx","malecns",6103,7104,8,0.1853889053701456
"malecns-a1101-gx-cx-t6103-l7104","malecns-a1101-gx-cx","malecns",6103,7104,9,0.1722515924104756
"malecns-a1101-gx-cx-t6103-l7104","malecns-a1101-gx-cx","malecns",6103,7104,10,0.1599868803842977
"malecns-a1101-gx-cx-t6103-l7104","malecns-a1101-gx-cx","malecns",6103,7104,11,0.1483275412782688
"malecns-a1101-gx-cx-t6103-l7104","malecns-a1101-gx-cx","malecns",6103,7104,12,0.13689141396989676
"malecns-a1101-gx-cx-t6103-l7104","malecns-a1101-gx-cx","malecns",6103,7104,13,0.1283468066071571
"malecns-a1101-gx-cx-t6103-l7104","malecns-a1101-gx-cx","malecns",6103,7104,14,0.11796441776716078
"malecns-a1101-gx-cx-t6103-l7104","malecns-a1101-gx-cx","malecns",6103,7104,15,0.1103928072136838
"malecns-a1101-gx-cx-t6103-l7104","malecns-a1101-gx-cx","malecns",6103,7104,16,0.10137913015854096
"malecns-a1101-gx-cx-t6103-l7104","malecns-a1101-gx-cx","malecns",6103,7104,17,0.09428153328610409
