seed,snapshot,domain,slot,pair_kind,horizon,program_a_ordinal,program_b_ordinal,complete_horizon,delta_a,delta_ancestor,delta_b,source_interaction,identity_residual,path_divergent,differing_commits,first_difference,cumulative_action_l1,net_displacement_l1,invalid_path_a,invalid_path_ancestor,invalid_path_b
c3a5c85c97cb3127,600,D1_EXACT_VECTOR,0,C1_C2,4,12,10,true,0.000000000000e0,5.960464477539e-8,0.000000000000e0,0.000000000000e0,0.000000000000e0,false,0,0,0,0,0,0,0
c3a5c85c97cb3127,600,D1_EXACT_VECTOR,0,C1_C2,8,12,10,true,8.940696716309e-7,1.132488250732e-6,8.940696716309e-7,0.000000000000e0,0.000000000000e0,false,0,0,0,0,0,0,0
c3a5c85c97cb3127,600,D1_EXACT_VECTOR,0,C1_C2,16,12,10,true,2.384185791016e-7,5.960464477539e-7,2.384185791016e-7,0.000000000000e0,0.000000000000e0,false,0,0,0,0,0,0,0
c3a5c85c97cb3127,600,D1_EXACT_VECTOR,0,C1_C2,32,12,10,true,9.775161743164e-6,9.894371032715e-6,9.775161743164e-6,0.000000000000e0,0.000000000000e0,false,0,0,0,0,0,0,0
c3a5c85c97cb3127,600,D1_EXACT_VECTOR,0,C1_C2,64,12,10,true,7.569789886475e-6,1.430511474609e-6,7.569789886475e-6,0.000000000000e0,0.000000000000e0,false,0,0,0,0,0,0,0
c3a5c85c97cb3127,600,D1_EXACT_VECTOR,1,G_C1,1,7,13,true,5.364418029785e-7,5.364418029785e-7,5.364418029785e-7,0.000000000000e0,0.000000000000e0,true,19,26,1.219999972730875,0.5399999879300594,0,0,0
c3a5c85c97cb3127,600,D1_EXACT_VECTOR,1,G_C1,2,7,13,true,1.788139343262e-7,1.788139343262e-7,1.788139343262e-7,0.000000000000e0,0.000000000000e0,true,19,26,1.219999972730875,0.5399999879300594,0,0,0
c3a5c85c97cb3127,600,D1_EXACT_VECTOR,1,G_C1,4,7,13,true,0.000000000000e0,-5.960464477539e-8,0.000000000000e0,0.000000000000e0,0.000000000000e0,true,19,26,1.219999972730875,0.5399999879300594,0,0,0
c3a5c85c97cb3127,600,D1_EXACT_VECTOR,1,G_C1,8,7,13,true,-8.344650268555e-7,-1.072883605957e-6,-8.344650268555e-7,0.000000000000e0,0.000000000000e0,true,19,26,1.219999972730875,0.5399999879300594,0,0,0
c3a5c85c97cb3127,600,D1_EXACT_VECTOR,1,G_C1,16,7,13,true,-2.384185791016e-7,-4.768371582031e-7,-2.384185791016e-7,0.000000000000e0,0.000000000000e0,true,19,26,1.219999972730875,0.5399999879300594,0,0,0
c3a5c85c97cb3127,600,D1_EXACT_VECTOR,1,G_C1,32,7,13,true,-1.001358032227e-5,-1.001358032227e-5,-9.596347808838e-6,-4.172325134277e-7,0.000000000000e0,true,19,26,1.219999972730875,0.5399999879300594,0,0,0
