dataset_index,initialization_index,stream_seed,arm,refresh_slot,partition_epoch,hash_partition_id,partition_fingerprint,feature_ns,ordering_or_hash_ns
0,0,a303ea0000000002,hash_placebo,0,0,4,20c93c293c11f9f1,0,6000
0,1,a303ea0000000003,projected_order_1d,0,0,,f0a1b42974218295,7800,8200
0,1,a303ea0000000003,projected_order_1d,100,1,,a7ae1d771f664625,7400,8000
0,1,a303ea0000000003,projected_order_1d,200,2,,ae5faa79da1626f9,7500,8100
0,1,a303ea0000000003,projected_order_1d,300,3,,985eceac53df0285,7600,8200
0,1,a303ea0000000003,projected_order_1d,400,4,,fe40c3921c8e9ebd,7600,8300
0,1,a303ea0000000003,projected_order_1d,500,5,,70f86859fe6f942d,7600,8500
0,1,a303ea0000000003,projected_order_1d,600,6,,bc225d47e8fabf19,7600,8200
0,1,a303ea0000000003,projected_order_1d,700,7,,88e9e3b693c71b39,7600,8200
0,1,a303ea0000000003,projected_order_1d,800,8,,4ada3fec7ce20069,8700,12000
0,1,a303ea0000000003,projected_order_1d,900,9,,4c7e7d27837d7b05,7600,8600
0,1,a303ea0000000003,projected_order_1d,1000,10,,392f3d9db1244839,7500,8100
0,1,a303ea0000000003,projected_order_1d,1100,11,,543a1916fb773265,7400,8400
0,1,a303ea0000000003,projected_order_1d,1200,12,,0cda41ad29afa655,7700,8600
0,1,a303ea0000000003,projected_order_1d,1300,13,,83d1f342064bfb05,7900,8800
0,1,a303ea0000000003,projected_order_1d,1400,14,,77892ed56a277171,7900,10300
0,1,a303ea0000000003,projected_order_1d,1500,15,,2eaceae498d31799,7800,8300
0,1,a303ea0000000003,projected_order_1d,1600,16,,b6e13ac9c6a5a2d5,7800,8000
0,1,a303ea0000000003,projected_order_1d,1700,17,,c2bac96f32bd886d,7800,8200
0,1,a303ea0000000003,projected_order_1d,1800,18,,b4e89108a4fc50d1,8500,21900
0,1,a303ea0000000003,projected_order_1d,1900,19,,b815d0f0fd39da49,7600,7900
0,1,a303ea0000000003,projected_order_1d,2000,20,,738d44a9076c2889,7600,8100
0,1,a303ea0000000003,projected_order_1d,2100,21,,5cfa24810526fadd,8500,9900
0,1,a303ea0000000003,projected_order_1d,2200,22,,d53bda91cf61e431,7400,8200
0,1,a303ea0000000003,projected_order_1d,2300,23,,984e7706c6cd4ed5,7400,8000
0,1,a303ea0000000003,projected_order_1d,2400,24,,e80241f980cfd385,7500,8500
0,1,a303ea0000000003,projected_order_1d,2500,25,,8e23db35abc0f59d,7600,8700
0,1,a303ea0000000003,projected_order_1d,2600,26,,3e769f2e7a13671d,7300,8200
0,1,a303ea0000000003,projected_order_1d,2700,27,,73bad466fb69cf39,7700,8300
0,1,a303ea0000000003,projected_order_1d,2800,28,,f6f918b8e7911351,8000,8300
