policy,epoch,loss_before,loss_after,accuracy_after,selected,batches,predicted_utility,realized_utility,composition_error,absolute_composition_error
D0-all,988,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,989,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,990,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,991,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,992,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,993,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,994,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,995,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,996,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,997,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,998,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,999,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1000,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1001,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1002,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1003,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1004,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1005,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1006,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1007,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1008,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1009,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1010,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1011,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1012,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1013,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1014,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1015,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1016,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1017,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1018,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1019,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1020,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1021,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1022,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1023,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1024,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1025,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1026,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1027,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1028,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1029,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1030,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1031,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1032,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1033,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1034,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1035,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1036,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1037,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1038,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1039,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1040,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1041,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1042,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1043,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1044,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1045,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1046,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1047,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1048,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1049,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1050,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1051,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1052,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1053,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1054,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1055,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1056,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1057,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1058,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1059,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1060,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1061,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1062,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1063,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1064,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1065,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1066,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1067,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1068,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1069,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1070,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1071,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1072,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1073,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1074,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1075,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1076,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1077,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1078,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1079,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1080,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1081,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1082,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1083,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1084,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1085,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1086,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1087,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1088,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1089,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1090,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1091,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1092,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1093,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1094,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1095,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1096,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1097,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1098,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1099,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1100,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1101,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1102,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1103,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1104,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1105,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1106,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1107,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1108,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1109,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1110,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1111,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1112,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1113,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1114,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1115,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1116,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1117,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1118,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1119,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1120,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1121,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1122,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1123,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1124,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1125,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1126,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1127,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1128,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1129,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1130,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1131,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1132,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1133,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1134,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1135,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1136,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1137,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1138,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1139,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1140,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1141,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1142,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1143,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1144,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1145,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1146,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1147,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1148,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1149,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1150,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1151,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1152,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1153,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1154,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1155,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1156,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1157,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1158,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1159,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1160,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1161,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1162,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1163,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1164,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1165,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1166,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1167,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1168,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1169,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1170,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1171,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1172,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1173,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1174,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1175,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1176,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1177,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1178,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1179,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1180,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1181,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1182,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1183,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1184,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1185,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1186,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1187,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1188,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1189,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1190,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1191,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1192,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1193,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1194,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1195,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1196,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1197,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1198,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1199,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1200,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1201,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1202,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1203,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1204,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1205,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1206,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1207,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1208,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1209,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1210,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1211,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1212,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1213,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1214,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1215,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1216,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1217,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1218,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1219,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1220,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1221,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1222,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1223,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1224,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1225,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1226,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1227,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1228,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1229,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1230,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1231,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1232,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1233,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1234,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1235,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1236,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1237,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1238,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1239,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1240,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1241,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1242,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1243,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1244,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
D0-all,1245,0.34660965,0.34660965,0.50000000,0,1,0.00000000,0.00000000,0.00000000,0.00000000
