seed,snapshot_step,control_slot,horizon,pg_valid,pc_valid,delta_pg,delta_pc,source_interaction,cumulative_j_pg,cumulative_j_pc,distance_pg,distance_pc,pg_invalid_step,pc_invalid_step
c3a5c85c97cb3127,600,1,8,true,true,-3.361701965332e-5,-3.361701965332e-5,0.000000000000e0,-6.556510925293e-6,-6.556510925293e-6,1.499999314547e-2,1.499999314547e-2,0,0
c3a5c85c97cb3127,600,1,16,true,true,-8.583068847656e-6,-7.152557373047e-6,-1.430511474609e-6,1.847743988037e-5,1.990795135498e-5,1.499999314547e-2,1.499999314547e-2,0,0
c3a5c85c97cb3127,600,1,32,true,true,-2.503395080566e-5,-2.682209014893e-5,1.788139343262e-6,2.026557922363e-6,2.384185791016e-7,1.499999314547e-2,1.499999314547e-2,0,0
c3a5c85c97cb3127,600,1,64,true,true,-1.525878906250e-5,-1.657009124756e-5,1.311302185059e-6,1.180171966553e-5,1.049041748047e-5,1.499999314547e-2,1.499999314547e-2,0,0
c3a5c85c97cb3127,2400,0,1,true,true,6.914138793945e-6,6.914138793945e-6,0.000000000000e0,0.000000000000e0,0.000000000000e0,3.162278980017e-2,3.162278980017e-2,0,0
c3a5c85c97cb3127,2400,0,2,true,true,8.910894393921e-5,4.523396492004e-4,-3.632307052612e-4,8.219480514526e-5,4.454255104065e-4,3.162278980017e-2,3.162278980017e-2,0,0
c3a5c85c97cb3127,2400,0,4,true,true,6.663203239441e-4,1.041352748871e-3,-3.750324249268e-4,6.594061851501e-4,1.034438610077e-3,3.162280470133e-2,3.162280470133e-2,0,0
c3a5c85c97cb3127,2400,0,8,true,true,7.838010787964e-5,4.498958587646e-4,-3.715157508850e-4,7.146596908569e-5,4.429817199707e-4,3.162280470133e-2,3.162280470133e-2,0,0
c3a5c85c97cb3127,2400,0,16,true,true,-5.341172218323e-4,-5.722045898438e-5,-4.768967628479e-4,-5.410313606262e-4,-6.413459777832e-5,3.162280470133e-2,3.162280470133e-2,0,0
c3a5c85c97cb3127,2400,0,32,true,true,-1.000642776489e-3,-1.432895660400e-4,-8.573532104492e-4,-1.007556915283e-3,-1.502037048340e-4,3.162280470133e-2,3.162280470133e-2,0,0
c3a5c85c97cb3127,2400,0,64,true,true,5.145668983459e-4,1.257419586182e-3,-7.428526878357e-4,5.076527595520e-4,1.250505447388e-3,3.162280470133e-2,3.162278980017e-2,0,0
c3a5c85c97cb3127,2400,1,1,true,true,-9.059906005859e-6,-9.059906005859e-6,0.000000000000e0,0.000000000000e0,0.000000000000e0,2.500000596046e-2,2.500000596046e-2,0,0
c3a5c85c97cb3127,2400,1,2,true,true,3.069639205933e-5,3.368854522705e-4,-3.061890602112e-4,3.975629806519e-5,3.459453582764e-4,2.500000596046e-2,2.500000596046e-2,0,0
c3a5c85c97cb3127,2400,1,4,true,true,4.493594169617e-4,7.652044296265e-4,-3.158450126648e-4,4.584193229675e-4,7.742643356323e-4,2.500000596046e-2,2.500000596046e-2,0,0
c3a5c85c97cb3127,2400,1,8,true,true,7.426738739014e-5,3.871321678162e-4,-3.128647804260e-4,8.332729339600e-5,3.961920738220e-4,2.500000596046e-2,2.500000596046e-2,0,0
c3a5c85c97cb3127,2400,1,16,true,true,-4.153847694397e-4,-6.967782974243e-5,-3.457069396973e-4,-4.063248634338e-4,-6.061792373657e-5,2.500000596046e-2,2.500000596046e-2,0,0
c3a5c85c97cb3127,2400,1,32,true,true,-8.180737495422e-4,-4.646778106689e-4,-3.533959388733e-4,-8.090138435364e-4,-4.556179046631e-4,2.500000596046e-2,2.500000596046e-2,0,0
c3a5c85c97cb3127,2400,1,64,true,true,4.711747169495e-4,8.062124252319e-4,-3.350377082825e-4,4.802346229553e-4,8.152723312378e-4,2.500000596046e-2,2.499999105930e-2,0,0
c3a5c85c97cb3127,4200,0,1,true,true,1.215934753418e-5,1.215934753418e-5,0.000000000000e0,0.000000000000e0,0.000000000000e0,4.999995231628e-3,4.999995231628e-3,0,0
c3a5c85c97cb3127,4200,0,2,true,true,2.980232238770e-6,2.980232238770e-6,0.000000000000e0,-9.179115295410e-6,-9.179115295410e-6,4.999995231628e-3,4.999995231628e-3,0,0
c3a5c85c97cb3127,4200,0,4,true,true,1.013278961182e-6,1.013278961182e-6,0.000000000000e0,-1.114606857300e-5,-1.114606857300e-5,4.999995231628e-3,4.999995231628e-3,0,0
c3a5c85c97cb3127,4200,0,8,true,true,1.978874206543e-5,1.978874206543e-5,0.000000000000e0,7.629394531250e-6,7.629394531250e-6,4.999995231628e-3,4.999995231628e-3,0,0
c3a5c85c97cb3127,4200,0,16,true,true,-2.026557922363e-6,-2.026557922363e-6,0.000000000000e0,-1.418590545654e-5,-1.418590545654e-5,4.999995231628e-3,4.999995231628e-3,0,0
c3a5c85c97cb3127,4200,0,32,true,true,-4.881620407104e-5,-4.881620407104e-5,0.000000000000e0,-6.097555160522e-5,-6.097555160522e-5,4.999995231628e-3,4.999995231628e-3,0,0
c3a5c85c97cb3127,4200,0,64,true,true,-4.017353057861e-5,-3.904104232788e-5,-1.132488250732e-6,-5.233287811279e-5,-5.120038986206e-5,4.999995231628e-3,4.999995231628e-3,0,0
c3a5c85c97cb3127,4200,1,1,true,true,2.348423004150e-5,2.348423004150e-5,0.000000000000e0,0.000000000000e0,0.000000000000e0,9.999990463257e-3,9.999990463257e-3,0,0
c3a5c85c97cb3127,4200,1,2,true,true,5.245208740234e-6,5.245208740234e-6,0.000000000000e0,-1.823902130127e-5,-1.823902130127e-5,9.999990463257e-3,9.999990463257e-3,0,0
c3a5c85c97cb3127,4200,1,4,true,true,1.430511474609e-6,1.430511474609e-6,0.000000000000e0,-2.205371856689e-5,-2.205371856689e-5,9.999990463257e-3,9.999990463257e-3,0,0
c3a5c85c97cb3127,4200,1,8,true,true,3.886222839355e-5,3.886222839355e-5,0.000000000000e0,1.537799835205e-5,1.537799835205e-5,9.999990463257e-3,9.999990463257e-3,0,0
c3a5c85c97cb3127,4200,1,16,true,true,-4.827976226807e-6,-4.827976226807e-6,0.000000000000e0,-2.831220626831e-5,-2.831220626831e-5,9.999990463257e-3,9.999990463257e-3,0,0
c3a5c85c97cb3127,4200,1,32,true,true,-9.852647781372e-5,-9.852647781372e-5,0.000000000000e0,-1.220107078552e-4,-1.220107078552e-4,9.999990463257e-3,9.999990463257e-3,0,0
c3a5c85c97cb3127,4200,1,64,true,true,-8.124113082886e-5,-7.867813110352e-5,-2.562999725342e-6,-1.047253608704e-4,-1.021623611450e-4,9.999990463257e-3,9.999990463257e-3,0,0
b492b66fbe98f273,600,0,1,true,true,-3.862380981445e-5,-3.862380981445e-5,0.000000000000e0,0.000000000000e0,0.000000000000e0,9.999997913837e-3,9.999997913837e-3,0,0
b492b66fbe98f273,600,0,2,true,true,-3.874301910400e-5,-3.874301910400e-5,0.000000000000e0,-1.192092895508e-7,-1.192092895508e-7,9.999997913837e-3,9.999997913837e-3,0,0
b492b66fbe98f273,600,0,4,true,true,-4.124641418457e-5,-3.790855407715e-5,-3.337860107422e-6,-2.622604370117e-6,7.152557373047e-7,9.999997913837e-3,9.999997913837e-3,0,0
b492b66fbe98f273,600,0,8,true,true,-4.172325134277e-5,-3.921985626221e-5,-2.503395080566e-6,-3.099441528320e-6,-5.960464477539e-7,9.999997913837e-3,9.999997913837e-3,0,0
b492b66fbe98f273,600,0,16,true,true,-5.054473876953e-5,-4.804134368896e-5,-2.503395080566e-6,-1.192092895508e-5,-9.417533874512e-6,9.999997913837e-3,9.999997913837e-3,0,0
b492b66fbe98f273,600,0,32,true,true,-5.948543548584e-5,-5.948543548584e-5,0.000000000000e0,-2.086162567139e-5,-2.086162567139e-5,9.999997913837e-3,9.999997913837e-3,0,0
b492b66fbe98f273,600,0,64,true,true,-6.616115570068e-5,-6.425380706787e-5,-1.907348632812e-6,-2.753734588623e-5,-2.562999725342e-5,9.999997913837e-3,9.999997913837e-3,0,0
b492b66fbe98f273,4200,0,1,true,true,-1.603364944458e-5,-1.603364944458e-5,0.000000000000e0,0.000000000000e0,0.000000000000e0,4.999995231628e-3,4.999995231628e-3,0,0
b492b66fbe98f273,4200,0,2,true,true,1.227855682373e-5,1.227855682373e-5,0.000000000000e0,2.831220626831e-5,2.831220626831e-5,4.999995231628e-3,4.999995231628e-3,0,0
b492b66fbe98f273,4200,0,4,true,true,2.586841583252e-5,4.285573959351e-5,-1.698732376099e-5,4.190206527710e-5,5.888938903809e-5,4.999995231628e-3,4.999995231628e-3,0,0
b492b66fbe98f273,4200,0,8,true,true,2.712011337280e-5,4.410743713379e-5,-1.698732376099e-5,4.315376281738e-5,6.014108657837e-5,4.999995231628e-3,4.999995231628e-3,0,0
b492b66fbe98f273,4200,0,16,true,true,-6.765127182007e-5,-5.447864532471e-5,-1.317262649536e-5,-5.161762237549e-5,-3.844499588013e-5,4.999995231628e-3,4.999995231628e-3,0,0
b492b66fbe98f273,4200,0,32,true,true,-1.161098480225e-4,-1.240968704224e-4,7.987022399902e-6,-1.000761985779e-4,-1.080632209778e-4,4.999995231628e-3,4.999995231628e-3,0,0
b492b66fbe98f273,4200,0,64,true,true,-4.899501800537e-5,-6.431341171265e-5,1.531839370728e-5,-3.296136856079e-5,-4.827976226807e-5,4.999995231628e-3,4.999995231628e-3,0,0
b492b66fbe98f273,4200,1,1,true,true,1.829862594604e-5,1.829862594604e-5,0.000000000000e0,0.000000000000e0,0.000000000000e0,9.999997913837e-3,9.999997913837e-3,0,0
b492b66fbe98f273,4200,1,2,true,true,-3.850460052490e-5,-3.850460052490e-5,0.000000000000e0,-5.680322647095e-5,-5.680322647095e-5,9.999997913837e-3,9.999997913837e-3,0,0
b492b66fbe98f273,4200,1,4,true,true,-6.520748138428e-5,-5.549192428589e-5,-9.715557098389e-6,-8.350610733032e-5,-7.379055023193e-5,9.999997913837e-3,9.999997913837e-3,0,0
b492b66fbe98f273,4200,1,8,true,true,-6.783008575439e-5,-5.722045898438e-5,-1.060962677002e-5,-8.612871170044e-5,-7.551908493042e-5,9.999997913837e-3,9.999997913837e-3,0,0
b492b66fbe98f273,4200,1,16,true,true,1.221299171448e-4,1.366734504700e-4,-1.454353332520e-5,1.038312911987e-4,1.183748245239e-4,9.999997913837e-3,9.999997913837e-3,0,0
b492b66fbe98f273,4200,1,32,true,true,2.191662788391e-4,2.346038818359e-4,-1.543760299683e-5,2.008676528931e-4,2.163052558899e-4,9.999990463257e-3,9.999990463257e-3,0,0
b492b66fbe98f273,4200,1,64,true,true,8.380413055420e-5,1.040101051331e-4,-2.020597457886e-5,6.550550460815e-5,8.571147918701e-5,9.999994188547e-3,9.999994188547e-3,0,0
6a09e667f3bcc909,2400,0,1,true,true,-8.940696716309e-6,-8.940696716309e-6,0.000000000000e0,0.000000000000e0,0.000000000000e0,1.000000163913e-2,1.000000163913e-2,0,0
6a09e667f3bcc909,2400,0,2,true,true,-1.460313796997e-5,-1.460313796997e-5,0.000000000000e0,-5.662441253662e-6,-5.662441253662e-6,1.000000163913e-2,1.000000163913e-2,0,0
6a09e667f3bcc909,2400,0,4,true,true,-1.662969589233e-5,-1.662969589233e-5,0.000000000000e0,-7.688999176025e-6,-7.688999176025e-6,1.000000163913e-2,1.000000163913e-2,0,0
6a09e667f3bcc909,2400,0,8,true,true,-1.472234725952e-5,-1.472234725952e-5,0.000000000000e0,-5.781650543213e-6,-5.781650543213e-6,1.000000163913e-2,1.000000163913e-2,0,0
6a09e667f3bcc909,2400,0,16,true,true,2.026557922363e-6,2.026557922363e-6,0.000000000000e0,1.096725463867e-5,1.096725463867e-5,1.000000163913e-2,1.000000163913e-2,0,0
6a09e667f3bcc909,2400,0,32,true,true,-7.331371307373e-6,-7.331371307373e-6,0.000000000000e0,1.609325408936e-6,1.609325408936e-6,1.000000163913e-2,1.000000163913e-2,0,0
6a09e667f3bcc909,2400,0,64,true,true,-3.933906555176e-6,1.132488250732e-6,-5.066394805908e-6,5.006790161133e-6,1.007318496704e-5,1.000000163913e-2,1.000000163913e-2,0,0
6a09e667f3bcc909,2400,1,1,true,true,-1.347064971924e-5,-1.347064971924e-5,0.000000000000e0,0.000000000000e0,0.000000000000e0,1.500000059605e-2,1.500000059605e-2,0,0
6a09e667f3bcc909,2400,1,2,true,true,-2.193450927734e-5,-2.193450927734e-5,0.000000000000e0,-8.463859558105e-6,-8.463859558105e-6,1.500000059605e-2,1.500000059605e-2,0,0
6a09e667f3bcc909,2400,1,4,true,true,-2.503395080566e-5,-2.586841583252e-5,8.344650268555e-7,-1.156330108643e-5,-1.239776611328e-5,1.500000059605e-2,1.500000059605e-2,0,0
6a09e667f3bcc909,2400,1,8,true,true,-2.235174179077e-5,-2.360343933105e-5,1.251697540283e-6,-8.881092071533e-6,-1.013278961182e-5,1.500000059605e-2,1.500000059605e-2,0,0
6a09e667f3bcc909,2400,1,16,true,true,2.741813659668e-6,1.120567321777e-5,-8.463859558105e-6,1.621246337891e-5,2.467632293701e-5,1.500000059605e-2,1.500000059605e-2,0,0
6a09e667f3bcc909,2400,1,32,true,true,-1.108646392822e-5,-7.092952728271e-6,-3.993511199951e-6,2.384185791016e-6,6.377696990967e-6,1.500000059605e-2,1.500000059605e-2,0,0
6a09e667f3bcc909,2400,1,64,true,true,-6.079673767090e-6,2.503395080566e-6,-8.583068847656e-6,7.390975952148e-6,1.597404479980e-5,1.500000059605e-2,1.500000059605e-2,0,0
6a09e667f3bcc909,4200,0,1,true,true,2.104043960571e-5,2.104043960571e-5,0.000000000000e0,0.000000000000e0,0.000000000000e0,9.999990463257e-3,9.999990463257e-3,0,0
6a09e667f3bcc909,4200,0,2,true,true,2.980232238770e-5,2.980232238770e-5,0.000000000000e0,8.761882781982e-6,8.761882781982e-6,9.999990463257e-3,9.999990463257e-3,0,0
6a09e667f3bcc909,4200,0,4,true,true,1.138448715210e-4,1.138448715210e-4,0.000000000000e0,9.280443191528e-5,9.280443191528e-5,9.999990463257e-3,9.999990463257e-3,0,0
6a09e667f3bcc909,4200,0,8,true,true,2.075433731079e-4,2.075433731079e-4,0.000000000000e0,1.865029335022e-4,1.865029335022e-4,9.999990463257e-3,9.999990463257e-3,0,0
6a09e667f3bcc909,4200,0,16,true,true,6.675720214844e-5,6.675720214844e-5,0.000000000000e0,4.571676254272e-5,4.571676254272e-5,9.999990463257e-3,9.999990463257e-3,0,0
6a09e667f3bcc909,4200,0,32,true,true,1.094341278076e-4,1.094341278076e-4,0.000000000000e0,8.839368820190e-5,8.839368820190e-5,9.999990463257e-3,9.999990463257e-3,0,0
6a09e667f3bcc909,4200,0,64,true,true,-1.627206802368e-5,-1.627206802368e-5,0.000000000000e0,-3.731250762939e-5,-3.731250762939e-5,9.999990463257e-3,9.999990463257e-3,0,0
6a09e667f3bcc909,4200,1,1,true,true,3.015995025635e-5,3.015995025635e-5,0.000000000000e0,0.000000000000e0,0.000000000000e0,1.499998569489e-2,1.499998569489e-2,0,0
6a09e667f3bcc909,4200,1,2,true,true,4.357099533081e-5,4.357099533081e-5,0.000000000000e0,1.341104507446e-5,1.341104507446e-5,1.499998569489e-2,1.499998569489e-2,0,0
6a09e667f3bcc909,4200,1,4,true,true,1.692771911621e-4,1.692771911621e-4,0.000000000000e0,1.391172409058e-4,1.391172409058e-4,1.499998569489e-2,1.499998569489e-2,0,0
6a09e667f3bcc909,4200,1,8,true,true,3.099441528320e-4,3.099441528320e-4,0.000000000000e0,2.797842025757e-4,2.797842025757e-4,1.499998569489e-2,1.499998569489e-2,0,0
6a09e667f3bcc909,4200,1,16,true,true,9.888410568237e-5,1.058578491211e-4,-6.973743438721e-6,6.872415542603e-5,7.569789886475e-5,1.499998569489e-2,1.499998569489e-2,0,0
6a09e667f3bcc909,4200,1,32,true,true,1.628398895264e-4,1.702308654785e-4,-7.390975952148e-6,1.326799392700e-4,1.400709152222e-4,1.499998569489e-2,1.499998569489e-2,0,0
6a09e667f3bcc909,4200,1,64,true,true,-2.562999725342e-5,-3.838539123535e-5,1.275539398193e-5,-5.578994750977e-5,-6.854534149170e-5,1.499998569489e-2,1.499998569489e-2,0,0
bb67ae8584caa73b,600,0,1,true,true,-6.675720214844e-6,-6.675720214844e-6,0.000000000000e0,0.000000000000e0,0.000000000000e0,9.999997913837e-3,9.999997913837e-3,0,0
bb67ae8584caa73b,600,0,2,true,true,-7.033348083496e-6,-7.033348083496e-6,0.000000000000e0,-3.576278686523e-7,-3.576278686523e-7,9.999997913837e-3,9.999997913837e-3,0,0
bb67ae8584caa73b,600,0,4,true,true,-8.225440979004e-6,-8.225440979004e-6,0.000000000000e0,-1.549720764160e-6,-1.549720764160e-6,9.999997913837e-3,9.999997913837e-3,0,0
bb67ae8584caa73b,600,0,8,true,true,-1.192092895508e-7,-1.192092895508e-7,0.000000000000e0,6.556510925293e-6,6.556510925293e-6,9.999997913837e-3,9.999997913837e-3,0,0
bb67ae8584caa73b,600,0,16,true,true,1.549720764160e-6,1.549720764160e-6,0.000000000000e0,8.225440979004e-6,8.225440979004e-6,9.999997913837e-3,9.999997913837e-3,0,0
bb67ae8584caa73b,600,0,32,true,true,9.059906005859e-6,9.059906005859e-6,0.000000000000e0,1.573562622070e-5,1.573562622070e-5,9.999997913837e-3,9.999997913837e-3,0,0
bb67ae8584caa73b,600,0,64,true,true,-4.053115844727e-6,-1.668930053711e-6,-2.384185791016e-6,2.622604370117e-6,5.006790161133e-6,9.999997913837e-3,9.999997913837e-3,0,0
bb67ae8584caa73b,600,1,1,true,true,-1.025199890137e-5,-1.025199890137e-5,0.000000000000e0,0.000000000000e0,0.000000000000e0,1.500000059605e-2,1.500000059605e-2,0,0
bb67ae8584caa73b,600,1,2,true,true,-1.072883605957e-5,-1.072883605957e-5,0.000000000000e0,-4.768371582031e-7,-4.768371582031e-7,1.500000059605e-2,1.500000059605e-2,0,0
bb67ae8584caa73b,600,1,4,true,true,-1.192092895508e-5,-1.192092895508e-5,0.000000000000e0,-1.668930053711e-6,-1.668930053711e-6,1.500000059605e-2,1.500000059605e-2,0,0
bb67ae8584caa73b,600,1,8,true,true,4.768371582031e-7,4.768371582031e-7,0.000000000000e0,1.072883605957e-5,1.072883605957e-5,1.500000059605e-2,1.500000059605e-2,0,0
bb67ae8584caa73b,600,1,16,true,true,1.907348632812e-6,1.907348632812e-6,0.000000000000e0,1.215934753418e-5,1.215934753418e-5,1.500000059605e-2,1.500000059605e-2,0,0
bb67ae8584caa73b,600,1,32,true,true,1.358985900879e-5,1.358985900879e-5,0.000000000000e0,2.384185791016e-5,2.384185791016e-5,1.500000059605e-2,1.500000059605e-2,0,0
bb67ae8584caa73b,600,1,64,true,true,-6.318092346191e-6,-2.503395080566e-6,-3.814697265625e-6,3.933906555176e-6,7.748603820801e-6,1.500000059605e-2,1.500000059605e-2,0,0
bb67ae8584caa73b,2400,0,1,true,true,2.205371856689e-6,2.205371856689e-6,0.000000000000e0,0.000000000000e0,0.000000000000e0,2.499998547137e-2,2.499998547137e-2,0,0
bb67ae8584caa73b,2400,0,2,true,true,1.016259193420e-4,1.016259193420e-4,0.000000000000e0,9.942054748535e-5,9.942054748535e-5,2.499998547137e-2,2.499998547137e-2,0,0
bb67ae8584caa73b,2400,0,4,true,true,2.181529998779e-4,2.181529998779e-4,0.000000000000e0,2.159476280212e-4,2.159476280212e-4,2.499998547137e-2,2.499998547137e-2,0,0
bb67ae8584caa73b,2400,0,8,true,true,6.502270698547e-4,6.502270698547e-4,0.000000000000e0,6.480216979980e-4,6.480216979980e-4,2.499998547137e-2,2.499998547137e-2,0,0
bb67ae8584caa73b,2400,0,16,true,true,3.812313079834e-4,3.812313079834e-4,0.000000000000e0,3.790259361267e-4,3.790259361267e-4,2.499998547137e-2,2.499998547137e-2,0,0
bb67ae8584caa73b,2400,0,32,true,true,2.006292343140e-4,1.543760299683e-4,4.625320434570e-5,1.984238624573e-4,1.521706581116e-4,2.499998547137e-2,2.499998547137e-2,0,0
bb67ae8584caa73b,2400,0,64,true,true,1.033723354340e-3,1.093268394470e-3,-5.954504013062e-5,1.031517982483e-3,1.091063022614e-3,2.499998547137e-2,2.499998547137e-2,0,0
bb67ae8584caa73b,2400,1,1,true,true,-5.364418029785e-6,-5.364418029785e-6,0.000000000000e0,0.000000000000e0,0.000000000000e0,3.605549409986e-2,3.605549409986e-2,0,0
bb67ae8584caa73b,2400,1,2,true,true,1.409649848938e-4,1.409649848938e-4,0.000000000000e0,1.463294029236e-4,1.463294029236e-4,3.605549409986e-2,3.605549409986e-2,0,0
bb67ae8584caa73b,2400,1,4,true,true,3.138780593872e-4,3.138780593872e-4,0.000000000000e0,3.192424774170e-4,3.192424774170e-4,3.605549409986e-2,3.605549409986e-2,0,0
bb67ae8584caa73b,2400,1,8,true,true,9.033679962158e-4,9.033679962158e-4,0.000000000000e0,9.087324142456e-4,9.087324142456e-4,3.605549409986e-2,3.605549409986e-2,0,0
bb67ae8584caa73b,2400,1,16,true,true,5.077719688416e-4,5.339384078979e-4,-2.616643905640e-5,5.131363868713e-4,5.393028259277e-4,3.605549409986e-2,3.605549409986e-2,0,0
bb67ae8584caa73b,2400,1,32,true,true,2.151727676392e-4,2.166628837585e-4,-1.490116119385e-6,2.205371856689e-4,2.220273017883e-4,3.605549409986e-2,3.605549409986e-2,0,0
bb67ae8584caa73b,2400,1,64,true,true,1.452863216400e-3,1.596748828888e-3,-1.438856124878e-4,1.458227634430e-3,1.602113246918e-3,3.605549409986e-2,3.605549409986e-2,0,0
a54ff53a5f1d36f1,600,0,1,true,true,-2.384185791016e-7,-2.384185791016e-7,0.000000000000e0,0.000000000000e0,0.000000000000e0,3.000000119209e-2,3.000000119209e-2,0,0
a54ff53a5f1d36f1,600,0,2,true,true,6.198883056641e-6,6.198883056641e-6,0.000000000000e0,6.437301635742e-6,6.437301635742e-6,3.000000119209e-2,3.000000119209e-2,0,0
a54ff53a5f1d36f1,600,0,4,true,true,2.157688140869e-5,2.157688140869e-5,0.000000000000e0,2.181529998779e-5,2.181529998779e-5,3.000000119209e-2,3.000000119209e-2,0,0
a54ff53a5f1d36f1,600,0,8,true,true,3.814697265625e-5,4.315376281738e-5,-5.006790161133e-6,3.838539123535e-5,4.339218139648e-5,3.000000119209e-2,3.000000119209e-2,0,0
a54ff53a5f1d36f1,600,0,16,true,true,-3.337860107422e-5,-1.907348632812e-6,-3.147125244141e-5,-3.314018249512e-5,-1.668930053711e-6,3.000000119209e-2,3.000000119209e-2,0,0
a54ff53a5f1d36f1,600,0,32,true,true,-7.343292236328e-5,-3.802776336670e-5,-3.540515899658e-5,-7.319450378418e-5,-3.778934478760e-5,3.000000119209e-2,3.000000119209e-2,0,0
a54ff53a5f1d36f1,600,0,64,true,true,-2.324581146240e-5,-1.668930053711e-5,-6.556510925293e-6,-2.300739288330e-5,-1.645088195801e-5,3.000000119209e-2,3.000000119209e-2,0,0
a54ff53a5f1d36f1,600,1,1,true,true,9.536743164062e-7,9.536743164062e-7,0.000000000000e0,0.000000000000e0,0.000000000000e0,4.272001609206e-2,4.272001609206e-2,0,0
a54ff53a5f1d36f1,600,1,2,true,true,8.106231689453e-6,1.809597015381e-4,-1.728534698486e-4,7.152557373047e-6,1.800060272217e-4,4.272001609206e-2,4.272001609206e-2,0,0
a54ff53a5f1d36f1,600,1,4,true,true,2.121925354004e-5,2.027750015259e-4,-1.815557479858e-4,2.026557922363e-5,2.018213272095e-4,4.272001609206e-2,4.272001609206e-2,0,0
a54ff53a5f1d36f1,600,1,8,true,true,1.076459884644e-4,2.884864807129e-4,-1.808404922485e-4,1.066923141479e-4,2.875328063965e-4,4.272001609206e-2,4.272001609206e-2,0,0
a54ff53a5f1d36f1,600,1,16,true,true,-3.390312194824e-4,-1.472234725952e-4,-1.918077468872e-4,-3.399848937988e-4,-1.481771469116e-4,4.272001236677e-2,4.272001236677e-2,0,0
a54ff53a5f1d36f1,600,1,32,true,true,-3.763437271118e-4,-1.921653747559e-4,-1.841783523560e-4,-3.772974014282e-4,-1.931190490723e-4,4.272001236677e-2,4.272001236677e-2,0,0
a54ff53a5f1d36f1,600,1,64,true,true,-2.087354660034e-4,1.848936080933e-4,-3.936290740967e-4,-2.096891403198e-4,1.839399337769e-4,4.272001236677e-2,4.272001609206e-2,0,0
a54ff53a5f1d36f1,2400,0,1,true,true,2.741813659668e-6,2.741813659668e-6,0.000000000000e0,0.000000000000e0,0.000000000000e0,4.999995231628e-3,4.999995231628e-3,0,0
a54ff53a5f1d36f1,2400,0,2,true,true,3.814697265625e-6,3.814697265625e-6,0.000000000000e0,1.072883605957e-6,1.072883605957e-6,4.999995231628e-3,4.999995231628e-3,0,0
a54ff53a5f1d36f1,2400,0,4,true,true,7.092952728271e-6,7.092952728271e-6,0.000000000000e0,4.351139068604e-6,4.351139068604e-6,4.999995231628e-3,4.999995231628e-3,0,0
a54ff53a5f1d36f1,2400,0,8,true,true,4.410743713379e-6,4.410743713379e-6,0.000000000000e0,1.668930053711e-6,1.668930053711e-6,4.999995231628e-3,4.999995231628e-3,0,0
a54ff53a5f1d36f1,2400,0,16,true,true,1.007318496704e-5,1.007318496704e-5,0.000000000000e0,7.331371307373e-6,7.331371307373e-6,4.999995231628e-3,4.999995231628e-3,0,0
a54ff53a5f1d36f1,2400,0,32,true,true,2.706050872803e-5,2.694129943848e-5,1.192092895508e-7,2.431869506836e-5,2.419948577881e-5,4.999995231628e-3,4.999995231628e-3,0,0
a54ff53a5f1d36f1,2400,0,64,true,true,3.576278686523e-6,3.635883331299e-6,-5.960464477539e-8,8.344650268555e-7,8.940696716309e-7,4.999995231628e-3,4.999995231628e-3,0,0
