state_id,cell_id,dataset_id,initialization_id,stage,action_id,training_exact,final_measurement_exact
1,0,0,0,2400,115,-1.215338706970e-4,-1.827478408813e-4
1,0,0,0,2400,116,-8.952617645264e-5,-1.035928726196e-4
1,0,0,0,2400,117,-1.537799835205e-4,4.839897155762e-5
1,0,0,0,2400,118,-1.270771026611e-4,-8.403062820435e-4
1,0,0,0,2400,119,-8.940696716309e-6,-4.165172576904e-4
1,0,0,0,2400,120,4.839897155762e-5,9.709596633911e-4
1,0,0,0,2400,121,7.736682891846e-5,2.229094505310e-3
1,0,0,0,2400,122,1.393556594849e-4,3.305435180664e-3
1,0,0,0,2400,123,2.409219741821e-4,1.131534576416e-3
1,0,0,0,2400,124,2.015233039856e-4,-1.684784889221e-3
1,0,0,0,2400,125,2.359151840210e-4,-1.291394233704e-3
1,0,0,0,2400,126,9.989738464355e-5,1.376867294312e-4
1,0,0,0,2400,127,5.394220352173e-5,7.259845733643e-5
1,0,0,0,2400,128,-3.189444541931e-4,7.301568984985e-4
1,0,0,0,2400,129,-1.398324966431e-4,3.545284271240e-4
1,0,0,0,2400,130,-1.977086067200e-4,5.633831024170e-4
1,0,0,0,2400,131,-9.536743164062e-5,2.793073654175e-4
1,0,0,0,2400,132,-3.135204315186e-4,3.862380981445e-5
1,0,0,0,2400,133,-1.526474952698e-4,2.348423004150e-5
1,0,0,0,2400,134,4.340410232544e-4,4.272460937500e-4
1,0,0,0,2400,135,2.724528312683e-4,2.442598342896e-4
1,0,0,0,2400,136,2.678632736206e-4,1.324653625488e-3
1,0,0,0,2400,137,1.583099365234e-4,6.585121154785e-4
1,0,0,0,2400,138,2.152323722839e-4,7.141351699829e-3
1,0,0,0,2400,139,1.830458641052e-4,3.402590751648e-3
1,0,0,0,2400,140,9.441375732422e-5,-4.698038101196e-4
1,0,0,0,2400,141,7.486343383789e-5,-1.573562622070e-5
1,0,0,0,2400,142,-3.236532211304e-4,-1.662969589233e-4
1,0,0,0,2400,143,-7.748603820801e-6,8.463859558105e-6
1,0,0,0,2400,144,2.845525741577e-4,3.581047058105e-4
1,0,0,0,2400,145,1.506805419922e-4,1.803636550903e-4
1,0,0,0,2400,146,1.851320266724e-4,1.873373985291e-3
1,0,0,0,2400,147,9.375810623169e-5,1.046657562256e-3
1,0,0,0,2400,148,1.633167266846e-4,1.111030578613e-4
1,0,0,0,2400,149,8.147954940796e-5,5.590915679932e-5
1,0,0,0,2400,150,1.304745674133e-4,-3.521442413330e-4
1,0,0,0,2400,151,1.138448715210e-4,-9.298324584961e-5
1,0,0,0,2400,152,2.406835556030e-4,6.610155105591e-4
1,0,0,0,2400,153,1.872777938843e-4,1.980662345886e-3
1,0,0,0,2400,154,-7.486343383789e-5,5.470514297485e-4
1,0,0,0,2400,155,-2.837181091309e-5,2.748966217041e-4
1,0,0,0,2400,156,8.434057235718e-5,-1.631975173950e-4
1,0,0,0,2400,157,1.221895217896e-4,-8.463859558105e-5
1,0,0,0,2400,158,-9.799003601074e-5,2.707242965698e-4
1,0,0,0,2400,159,-1.483559608459e-4,2.665519714355e-4
1,0,0,0,2400,160,-3.194808959961e-5,-4.819631576538e-4
1,0,0,0,2400,161,-7.092952728271e-6,-2.409219741821e-4
1,0,0,0,2400,162,1.206994056702e-4,1.659393310547e-4
