role,seed,step,scale,method,sample_index,stratum,kmeans_iterations,within_sse
evaluation,d5a841f07c3692eb,600,2.0,state_stats,6,7,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,7,5,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,8,2,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,9,8,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,10,11,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,11,3,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,12,9,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,13,4,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,14,3,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,15,0,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,16,6,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,17,10,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,18,4,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,19,7,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,20,0,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,21,10,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,22,8,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,23,8,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,24,3,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,25,3,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,26,5,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,27,6,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,28,1,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,29,9,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,30,10,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,31,8,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,32,6,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,33,10,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,34,2,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,35,7,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,36,0,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,37,7,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,38,10,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,39,1,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,40,7,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,41,11,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,42,2,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,43,2,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,44,7,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,45,2,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,46,1,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,47,11,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,48,3,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,49,3,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,50,4,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,51,4,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,52,0,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,53,1,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,54,11,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,55,5,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,56,8,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,57,9,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,58,4,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,59,11,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,60,2,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,61,6,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,62,9,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,63,7,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,64,4,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,65,11,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,66,5,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,67,0,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,68,9,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,69,5,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,70,5,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,71,8,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,72,9,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,73,8,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,74,11,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,75,0,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,76,9,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,77,0,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,78,5,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,79,1,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,80,5,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,81,6,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,82,10,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,83,1,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,84,1,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,85,1,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,86,9,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,87,10,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,88,6,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,89,4,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,90,8,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,91,10,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,92,2,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,93,0,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,94,6,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,state_stats,95,6,4,2.387625645111e1
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,0,5,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,1,2,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,2,3,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,3,6,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,4,0,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,5,2,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,6,6,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,7,4,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,8,5,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,9,1,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,10,0,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,11,2,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,12,7,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,13,11,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,14,5,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,15,10,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,16,9,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,17,4,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,18,3,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,19,6,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,20,7,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,21,10,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,22,10,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,23,9,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,24,2,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,25,2,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,26,3,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,27,2,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,28,10,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,29,1,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,30,11,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,31,11,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,32,9,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,33,8,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,34,3,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,35,2,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,36,5,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,37,6,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,38,4,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,39,3,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,40,6,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,41,0,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,42,4,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,43,5,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,44,0,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,45,1,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,46,10,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,47,6,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,48,9,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,49,0,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,50,9,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,51,5,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,52,9,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,53,10,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,54,3,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,55,1,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,56,7,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,57,7,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,58,9,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,59,0,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,60,4,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,61,7,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,62,1,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,63,6,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,64,11,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,65,0,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,66,4,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,67,7,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,68,11,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,69,1,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,70,3,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,71,4,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,72,1,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,73,11,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,74,0,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,75,3,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,76,7,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,77,11,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,78,8,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,79,8,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,80,8,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,81,4,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,82,8,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,83,8,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,84,10,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,85,5,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,86,11,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,87,10,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,88,6,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,89,1,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,90,7,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,91,5,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,92,8,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,93,8,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,94,9,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,gradient_full171,95,2,5,1.755269064131e2
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,0,6,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,1,3,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,2,1,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,3,3,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,4,3,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,5,3,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,6,8,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,7,4,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,8,11,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,9,2,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,10,8,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,11,3,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,12,10,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,13,9,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,14,6,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,15,7,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,16,0,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,17,10,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,18,1,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,19,0,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,20,2,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,21,11,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,22,7,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,23,11,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,24,3,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,25,3,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,26,11,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,27,8,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,28,7,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,29,4,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,30,9,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,31,9,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,32,0,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,33,1,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,34,11,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,35,0,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,36,6,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,37,8,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,38,5,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,39,11,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,40,0,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,41,10,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,42,10,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,43,6,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,44,10,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,45,4,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,46,7,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,47,8,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,48,7,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,49,10,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,50,11,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,51,7,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,52,1,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,53,7,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,54,1,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,55,9,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,56,5,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,57,10,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,58,6,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,59,3,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,60,2,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,61,2,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,62,4,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,63,0,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,64,5,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,65,8,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,66,2,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,67,9,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,68,9,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,69,2,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,70,1,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,71,2,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,72,9,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,73,5,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,74,8,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,75,1,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,76,5,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,77,10,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,78,4,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,79,4,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,80,4,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,81,5,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,82,6,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,83,4,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,84,7,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,85,6,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,86,5,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,87,1,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,88,0,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,89,9,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,90,5,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,91,6,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,92,2,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,93,11,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,94,0,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,development_response_oracle,95,8,3,2.358154909267e1
evaluation,d5a841f07c3692eb,600,2.0,evaluation_state_response_comparator,0,4,7,3.270351228740e-1
evaluation,d5a841f07c3692eb,600,2.0,evaluation_state_response_comparator,1,6,7,3.270351228740e-1
evaluation,d5a841f07c3692eb,600,2.0,evaluation_state_response_comparator,2,8,7,3.270351228740e-1
evaluation,d5a841f07c3692eb,600,2.0,evaluation_state_response_comparator,3,9,7,3.270351228740e-1
evaluation,d5a841f07c3692eb,600,2.0,evaluation_state_response_comparator,4,0,7,3.270351228740e-1
evaluation,d5a841f07c3692eb,600,2.0,evaluation_state_response_comparator,5,6,7,3.270351228740e-1
evaluation,d5a841f07c3692eb,600,2.0,evaluation_state_response_comparator,6,0,7,3.270351228740e-1
evaluation,d5a841f07c3692eb,600,2.0,evaluation_state_response_comparator,7,5,7,3.270351228740e-1
evaluation,d5a841f07c3692eb,600,2.0,evaluation_state_response_comparator,8,2,7,3.270351228740e-1
evaluation,d5a841f07c3692eb,600,2.0,evaluation_state_response_comparator,9,10,7,3.270351228740e-1
evaluation,d5a841f07c3692eb,600,2.0,evaluation_state_response_comparator,10,0,7,3.270351228740e-1
evaluation,d5a841f07c3692eb,600,2.0,evaluation_state_response_comparator,11,6,7,3.270351228740e-1
evaluation,d5a841f07c3692eb,600,2.0,evaluation_state_response_comparator,12,7,7,3.270351228740e-1
evaluation,d5a841f07c3692eb,600,2.0,evaluation_state_response_comparator,13,9,7,3.270351228740e-1
evaluation,d5a841f07c3692eb,600,2.0,evaluation_state_response_comparator,14,2,7,3.270351228740e-1
evaluation,d5a841f07c3692eb,600,2.0,evaluation_state_response_comparator,15,2,7,3.270351228740e-1
evaluation,d5a841f07c3692eb,600,2.0,evaluation_state_response_comparator,16,11,7,3.270351228740e-1
evaluation,d5a841f07c3692eb,600,2.0,evaluation_state_response_comparator,17,5,7,3.270351228740e-1
evaluation,d5a841f07c3692eb,600,2.0,evaluation_state_response_comparator,18,3,7,3.270351228740e-1
evaluation,d5a841f07c3692eb,600,2.0,evaluation_state_response_comparator,19,11,7,3.270351228740e-1
evaluation,d5a841f07c3692eb,600,2.0,evaluation_state_response_comparator,20,7,7,3.270351228740e-1
evaluation,d5a841f07c3692eb,600,2.0,evaluation_state_response_comparator,21,2,7,3.270351228740e-1
evaluation,d5a841f07c3692eb,600,2.0,evaluation_state_response_comparator,22,4,7,3.270351228740e-1
evaluation,d5a841f07c3692eb,600,2.0,evaluation_state_response_comparator,23,3,7,3.270351228740e-1
evaluation,d5a841f07c3692eb,600,2.0,evaluation_state_response_comparator,24,6,7,3.270351228740e-1
evaluation,d5a841f07c3692eb,600,2.0,evaluation_state_response_comparator,25,6,7,3.270351228740e-1
