cell_id,arm,stage,candidate_count,spearman,pairwise_agreement,pair_count,top1_agreement,candidate_regret
21,sentinel_fixed128,0,170,2.536680269936e-1,5.957357859532e-1,14352,0.000000000,3.577470779419e-4
21,sentinel_fixed128,600,170,3.784207939116e-2,5.172077469695e-1,14354,0.000000000,5.259990692139e-3
21,sentinel_fixed128,2400,170,-1.018560019935e-2,4.874312373790e-1,14361,0.000000000,1.826500892639e-2
21,sentinel_fixed128,4200,170,-1.830561103549e-1,4.331317676839e-1,14222,0.000000000,2.726817131042e-2
21,sentinel_rotating128,0,170,2.034761910290e-1,5.831243032330e-1,14352,0.000000000,3.577470779419e-4
21,sentinel_rotating128,600,170,1.543005233870e-1,5.578771416632e-1,14358,0.000000000,1.151740550995e-3
21,sentinel_rotating128,2400,170,5.377061113130e-2,5.249738766980e-1,14355,0.000000000,2.911031246185e-3
21,sentinel_rotating128,4200,170,3.051660135796e-1,6.118228658961e-1,14362,0.000000000,3.645122051239e-3
22,training_full96,0,170,3.129608539409e-1,6.165806721517e-1,14342,0.000000000,2.475976943970e-4
22,training_full96,600,170,-3.470433956912e-2,4.826601671309e-1,14360,0.000000000,5.855560302734e-3
22,training_full96,2400,170,-1.490380329264e-1,4.453588116326e-1,14339,0.000000000,2.689123153687e-2
22,training_full96,4200,170,2.075493594875e-2,5.426226762686e-1,5971,0.000000000,2.514076232910e-2
22,sentinel_fixed128,0,170,1.122018093719e-1,5.453911588342e-1,14342,0.000000000,3.348588943481e-4
22,sentinel_fixed128,600,170,2.471662833828e-2,5.182141115832e-1,14357,0.000000000,5.277991294861e-3
22,sentinel_fixed128,2400,170,-1.706672317217e-1,4.455976595152e-1,14356,0.000000000,2.143645286560e-2
22,sentinel_fixed128,4200,170,-3.265429662374e-1,3.793675889328e-1,12650,0.000000000,1.711940765381e-2
22,sentinel_rotating128,0,170,5.165356100189e-1,6.902537646403e-1,14344,0.000000000,3.348588943481e-4
22,sentinel_rotating128,600,170,1.074612009612e-1,5.410863509749e-1,14360,0.000000000,1.471698284149e-3
22,sentinel_rotating128,2400,170,1.882514008238e-1,5.654807491471e-1,14363,1.000000000,0.000000000000e0
22,sentinel_rotating128,4200,170,-7.503627241684e-2,4.717677365453e-1,14363,0.000000000,3.942072391510e-3
23,training_full96,0,170,6.495849408712e-1,7.494078305699e-1,14354,1.000000000,0.000000000000e0
23,training_full96,600,170,8.267642728603e-2,5.231262190025e-1,14356,0.000000000,3.200650215149e-3
23,training_full96,2400,170,-1.312261045293e-1,4.538868765673e-1,14356,0.000000000,1.799249649048e-2
23,training_full96,4200,170,-1.280303291987e-1,4.575333807379e-1,12657,0.000000000,4.969024658203e-2
23,sentinel_fixed128,0,170,3.310509281876e-1,6.350400557297e-1,14355,0.000000000,1.139998435974e-3
23,sentinel_fixed128,600,170,-1.108819136320e-2,5.004528669964e-1,14353,0.000000000,4.029333591461e-3
23,sentinel_fixed128,2400,170,-2.176515991619e-1,4.276265404163e-1,14363,0.000000000,6.630539894104e-3
23,sentinel_fixed128,4200,170,5.581335136055e-3,5.037269244166e-1,14355,0.000000000,2.072930335999e-2
23,sentinel_rotating128,0,170,2.049113456561e-1,5.812835342485e-1,14351,0.000000000,1.139998435974e-3
23,sentinel_rotating128,600,170,4.775986336132e-1,6.745384883316e-1,14355,0.000000000,1.376271247864e-4
23,sentinel_rotating128,2400,170,1.816081186955e-1,5.679760412314e-1,14358,0.000000000,2.786040306091e-3
23,sentinel_rotating128,4200,170,2.701266726932e-1,5.967176322065e-1,14258,0.000000000,2.393782138824e-3
24,training_full96,0,170,7.886941382884e-2,5.264478360861e-1,14349,0.000000000,4.124641418457e-4
24,training_full96,600,170,5.683048496985e-2,5.272246205264e-1,14362,0.000000000,3.654360771179e-3
24,training_full96,2400,170,-8.846127071717e-2,4.659653034209e-1,14353,0.000000000,3.055334091187e-2
24,training_full96,4200,170,-1.311680032565e-1,4.546406140963e-1,14330,0.000000000,2.339982986450e-2
24,sentinel_fixed128,0,170,4.878065312736e-1,6.776980422211e-1,14353,0.000000000,5.027055740356e-4
24,sentinel_fixed128,600,170,6.143472674779e-2,5.296247302096e-1,14363,0.000000000,3.804922103882e-3
24,sentinel_fixed128,2400,170,-1.311672418982e-3,4.989205376419e-1,14359,0.000000000,9.240746498108e-3
24,sentinel_fixed128,4200,170,-1.305272028365e-1,4.546657381616e-1,14360,0.000000000,1.323688030243e-2
24,sentinel_rotating128,0,170,3.480373717646e-1,6.207593173110e-1,14355,0.000000000,5.027055740356e-4
24,sentinel_rotating128,600,170,-1.691700145395e-1,4.360116975352e-1,14362,0.000000000,2.207994461060e-3
24,sentinel_rotating128,2400,170,3.030967709631e-1,6.093706488443e-1,14364,0.000000000,4.081726074219e-4
24,sentinel_rotating128,4200,170,1.706113501122e-1,5.655988857939e-1,14360,1.000000000,0.000000000000e0
