arm,epoch,loss_before,loss_after,accuracy_after,selected,no_op,blocked,min_selected_magnitude,sign_reversals,both_sign_available,one_sign_available,no_legal_move
A3,2404,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2405,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2406,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2407,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2408,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2409,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2410,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2411,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2412,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2413,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2414,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2415,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2416,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2417,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2418,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2419,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2420,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2421,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2422,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2423,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2424,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2425,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2426,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2427,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2428,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2429,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2430,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2431,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2432,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2433,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2434,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2435,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2436,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2437,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2438,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2439,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2440,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2441,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2442,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2443,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2444,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2445,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2446,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2447,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2448,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2449,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2450,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2451,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2452,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2453,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2454,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2455,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2456,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2457,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2458,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2459,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2460,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2461,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2462,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2463,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2464,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2465,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2466,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2467,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2468,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2469,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2470,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2471,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2472,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2473,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2474,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2475,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2476,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2477,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2478,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2479,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2480,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2481,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2482,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2483,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2484,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2485,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2486,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2487,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2488,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2489,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2490,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2491,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2492,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2493,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2494,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2495,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2496,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2497,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2498,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2499,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2500,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2501,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2502,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2503,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2504,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2505,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2506,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2507,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2508,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2509,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2510,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2511,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2512,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2513,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2514,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2515,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2516,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2517,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2518,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2519,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2520,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2521,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2522,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2523,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2524,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2525,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2526,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2527,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2528,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2529,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2530,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2531,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2532,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2533,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2534,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2535,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2536,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2537,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2538,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2539,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2540,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2541,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2542,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2543,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2544,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2545,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2546,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2547,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2548,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2549,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2550,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2551,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2552,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2553,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2554,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2555,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2556,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2557,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2558,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2559,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2560,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2561,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2562,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2563,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2564,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2565,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2566,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2567,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2568,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2569,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2570,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2571,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2572,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2573,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2574,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2575,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2576,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2577,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2578,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2579,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2580,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2581,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2582,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2583,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2584,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2585,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2586,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2587,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2588,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2589,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2590,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2591,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2592,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2593,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2594,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2595,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2596,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2597,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2598,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2599,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2600,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2601,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2602,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2603,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2604,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2605,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2606,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2607,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2608,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2609,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2610,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2611,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2612,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2613,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2614,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2615,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2616,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2617,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2618,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2619,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2620,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2621,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2622,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2623,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2624,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2625,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2626,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2627,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2628,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2629,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2630,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2631,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2632,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2633,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2634,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2635,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2636,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2637,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2638,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2639,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2640,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2641,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2642,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2643,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2644,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2645,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2646,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2647,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2648,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2649,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2650,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2651,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2652,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2653,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2654,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2655,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2656,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2657,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2658,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2659,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2660,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2661,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2662,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2663,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2664,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2665,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2666,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2667,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2668,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2669,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2670,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2671,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2672,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2673,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2674,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2675,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2676,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2677,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2678,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2679,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2680,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2681,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2682,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2683,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2684,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2685,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2686,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2687,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2688,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2689,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2690,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2691,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2692,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2693,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2694,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2695,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2696,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2697,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2698,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2699,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2700,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2701,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2702,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2703,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2704,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2705,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2706,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2707,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2708,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2709,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2710,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2711,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2712,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2713,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2714,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2715,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2716,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2717,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
A3,2718,0.01905420,0.02001271,1.00000000,7,10,30,0.02000000,7,11,6,0
A3,2719,0.02001271,0.01905420,1.00000000,7,10,35,0.02000000,7,10,7,0
