state_id,cell_id,dataset_id,initialization_id,stage,action_id,block_id,left_parameter,right_parameter,left_layer,right_layer,left_rank,right_rank,left_delta,right_delta,u0_train,u0_heldout,taylor_train,taylor_heldout,output_taylor_train,output_taylor_heldout,projected_within_utility_variance
23,7,1,2,4200,107,54,149,41,hidden2-output,input-hidden1,1,1,0.010000000,-0.010000000,-8.154436945915e-4,2.780654157201e-3,-7.580264053580e-4,2.812740118989e-3,,,2.302244195559e-5
23,7,1,2,4200,108,55,150,40,hidden2-output,input-hidden1,0,1,0.020000000,0.010000000,-1.610976954301e-4,-3.898623709877e-3,-1.329115712188e-4,-3.873871274832e-3,,,7.660303331640e-6
23,7,1,2,4200,109,55,150,40,hidden2-output,input-hidden1,1,0,0.010000000,0.020000000,-2.046662072341e-4,-7.339820265770e-3,-1.151812272344e-4,-7.239913390567e-3,,,2.752540464596e-5
23,7,1,2,4200,110,56,151,39,hidden2-output,input-hidden1,0,0,-0.020000000,-0.020000000,-3.875872741143e-4,5.355862279733e-4,-3.478389064962e-4,5.826670753068e-4,,,1.814861301165e-5
23,7,1,2,4200,111,56,151,39,hidden2-output,input-hidden1,1,1,-0.010000000,-0.010000000,-1.837282131116e-4,2.797655761242e-4,-1.739194532481e-4,2.913335376534e-4,,,4.393979766921e-6
23,7,1,2,4200,112,57,152,38,hidden2-output,input-hidden1,0,1,0.020000000,-0.010000000,-2.072279651960e-4,-6.142674634854e-4,-1.847566536621e-4,-5.729204991426e-4,,,8.706861628016e-6
23,7,1,2,4200,113,57,152,38,hidden2-output,input-hidden1,1,0,0.010000000,-0.020000000,3.805384039879e-5,5.785897374153e-4,5.882490658639e-5,6.374179467965e-4,,,1.041347420115e-5
23,7,1,2,4200,114,58,153,37,hidden2-output,input-hidden1,0,0,0.000000000,0.005000000,-3.089755773544e-5,-1.320360849301e-4,-3.017289739748e-5,-1.299291196393e-4,,,4.197991586204e-7
23,7,1,2,4200,115,58,153,37,hidden2-output,input-hidden1,1,1,-0.005000000,0.000000000,-2.990166346232e-5,1.668387403091e-3,-2.475825319488e-5,1.672423467578e-3,,,1.834732530496e-6
23,7,1,2,4200,116,59,154,36,hidden2-output,input-hidden1,0,0,0.020000000,-0.020000000,-2.670660614967e-4,3.843835244576e-4,-2.416726839139e-4,4.184281517811e-4,,,1.147386803579e-5
23,7,1,2,4200,117,59,154,36,hidden2-output,input-hidden1,1,1,0.010000000,-0.010000000,-1.258986691634e-4,2.007093280554e-4,-1.208363419569e-4,2.092140758906e-4,,,2.844900189332e-6
23,7,1,2,4200,118,60,155,35,hidden2-output,input-hidden1,0,0,0.020000000,0.020000000,-2.045532067617e-4,-4.067207376162e-3,-1.622188040200e-4,-4.009464444034e-3,,,1.336290514505e-5
