state_id,cell_id,dataset_id,initialization_id,stage,action_id,block_id,left_parameter,right_parameter,left_layer,right_layer,left_delta,right_delta,left_rank,right_rank,u0_train,u0_heldout,taylor_train,taylor_heldout,output_taylor_train,output_taylor_heldout,projected_within_utility_variance,horizon,continuation_count,mean_q,sd_q,mean_delta_q,sd_delta_q,mean_noop_loss,mean_action_loss
0,0,0,0,600,12,7,93,79,hidden1-hidden2,hidden1-hidden2,-0.020000000,0.010000000,0,1,-2.244114875793e-4,5.540965745846e-4,-2.225993285920e-4,5.558485694029e-4,null,null,1.204500614980e-6,0,8,5.542039871216e-4,0.000000000000e0,5.542039871216e-4,0.000000000000e0,1.230607390404e0,1.230053186417e0
0,0,0,0,600,13,7,93,79,hidden1-hidden2,hidden1-hidden2,-0.010000000,0.020000000,1,0,-8.984096348286e-5,1.837089657784e-4,-8.922717966620e-5,1.843221693652e-4,null,null,4.926196095906e-7,0,8,1.838207244873e-4,0.000000000000e0,1.838207244873e-4,0.000000000000e0,1.230607390404e0,1.230423569679e0
0,0,0,0,600,14,8,94,78,hidden1-hidden2,hidden1-hidden2,0.020000000,-0.020000000,0,0,-7.539428770542e-5,-6.576130787532e-5,-6.988987721949e-5,-6.458540644161e-5,null,null,2.007816764909e-6,0,8,-6.544589996338e-5,0.000000000000e0,-6.544589996338e-5,0.000000000000e0,1.230607390404e0,1.230672836304e0
0,0,0,0,600,15,8,94,78,hidden1-hidden2,hidden1-hidden2,0.010000000,-0.010000000,1,1,-3.535052140554e-5,-3.256772955259e-5,-3.494493860975e-5,-3.229270322080e-5,null,null,5.009452731982e-7,0,8,-3.218650817871e-5,0.000000000000e0,-3.218650817871e-5,0.000000000000e0,1.230607390404e0,1.230639576912e0
0,0,0,0,600,16,9,95,77,hidden1-hidden2,hidden1-hidden2,-0.020000000,0.020000000,0,0,-1.651172836622e-5,3.838855773211e-4,-1.977485937014e-5,3.768581353635e-4,null,null,1.764854338689e-6,0,8,3.838539123535e-4,0.000000000000e0,3.838539123535e-4,0.000000000000e0,1.230607390404e0,1.230223536491e0
0,0,0,0,600,17,9,95,77,hidden1-hidden2,hidden1-hidden2,-0.010000000,0.010000000,1,1,-1.026876270771e-5,1.869959135850e-4,-9.887429685070e-6,1.884290676818e-4,null,null,4.433973510622e-7,0,8,1.871585845947e-4,0.000000000000e0,1.871585845947e-4,0.000000000000e0,1.230607390404e0,1.230420231819e0
0,0,0,0,600,18,10,96,76,hidden1-hidden2,hidden1-hidden2,0.020000000,-0.010000000,0,1,-1.074696580569e-4,1.584384590387e-4,-1.072733912982e-4,1.586416047203e-4,null,null,2.044251732151e-7,0,8,1.587867736816e-4,0.000000000000e0,1.587867736816e-4,0.000000000000e0,1.230607390404e0,1.230448603630e0
0,0,0,0,600,19,10,96,76,hidden1-hidden2,hidden1-hidden2,0.010000000,-0.020000000,1,0,-9.817009170850e-5,1.609915246566e-4,-9.807563300749e-5,1.611071440273e-4,null,null,1.025896725626e-7,0,8,1.609325408936e-4,0.000000000000e0,1.609325408936e-4,0.000000000000e0,1.230607390404e0,1.230446457863e0
0,0,0,0,600,20,11,97,75,hidden1-hidden2,hidden1-hidden2,-0.020000000,-0.010000000,0,1,8.955659965674e-5,4.354926447074e-5,9.281178474888e-5,4.387632878415e-5,null,null,3.826143671198e-7,0,8,4.386901855469e-5,0.000000000000e0,4.386901855469e-5,0.000000000000e0,1.230607390404e0,1.230563521385e0
0,0,0,0,600,21,11,97,75,hidden1-hidden2,hidden1-hidden2,-0.010000000,-0.020000000,1,0,3.993945817153e-5,9.016940991084e-5,4.106992640610e-5,9.032606881002e-5,null,null,2.458674103524e-7,0,8,9.036064147949e-5,0.000000000000e0,9.036064147949e-5,0.000000000000e0,1.230607390404e0,1.230517029762e0
0,0,0,0,600,22,12,98,74,hidden1-hidden2,hidden1-hidden2,0.020000000,0.020000000,0,0,5.307154109081e-4,-1.194622367620e-3,5.366082863626e-4,-1.188518659446e-3,null,null,3.236333921080e-6,0,8,-1.194596290588e-3,0.000000000000e0,-1.194596290588e-3,0.000000000000e0,1.230607390404e0,1.231801986694e0
0,0,0,0,600,23,12,98,74,hidden1-hidden2,hidden1-hidden2,0.010000000,0.010000000,1,1,2.668444067240e-4,-5.957713971535e-4,2.683041431813e-4,-5.942593297229e-4,null,null,8.098993816569e-7,0,8,-5.955696105957e-4,0.000000000000e0,-5.955696105957e-4,0.000000000000e0,1.230607390404e0,1.231202960014e0
0,0,0,0,600,24,13,99,73,hidden1-hidden2,hidden1-hidden2,-0.020000000,-0.010000000,0,1,-6.848759949207e-5,2.771858125925e-4,-6.803726298917e-5,2.650685507888e-4,null,null,5.585400913490e-7,0,8,2.775192260742e-4,0.000000000000e0,2.775192260742e-4,0.000000000000e0,1.230607390404e0,1.230329871178e0
0,0,0,0,600,25,13,99,73,hidden1-hidden2,hidden1-hidden2,-0.010000000,-0.020000000,1,0,-8.224199215571e-5,7.586926221848e-5,-8.191334672247e-5,7.275520658823e-5,null,null,3.357431550185e-7,0,8,7.605552673340e-5,0.000000000000e0,7.605552673340e-5,0.000000000000e0,1.230607390404e0,1.230531334877e0
0,0,0,0,600,26,14,100,72,hidden1-hidden2,hidden1-hidden2,-0.020000000,0.010000000,0,1,-2.507430811723e-4,4.516908278068e-4,-2.500509191482e-4,4.506936372408e-4,null,null,3.524547375807e-7,0,8,4.516839981079e-4,0.000000000000e0,4.516839981079e-4,0.000000000000e0,1.230607390404e0,1.230155706406e0
0,0,0,0,600,27,14,100,72,hidden1-hidden2,hidden1-hidden2,-0.010000000,0.020000000,1,0,-1.253001391888e-4,2.796724438667e-4,-1.251055390107e-4,2.799272186138e-4,null,null,1.272225310563e-7,0,8,2.796649932861e-4,0.000000000000e0,2.796649932861e-4,0.000000000000e0,1.230607390404e0,1.230327725410e0
0,0,0,0,600,28,15,101,71,hidden1-hidden2,hidden1-bias,0.020000000,0.020000000,0,1,-1.986753195524e-4,7.105264812708e-4,-1.656196973651e-4,5.974100773187e-4,null,null,3.072840101726e-6,0,8,7.107257843018e-4,0.000000000000e0,7.107257843018e-4,0.000000000000e0,1.230607390404e0,1.229896664619e0
0,0,0,0,600,29,15,101,71,hidden1-hidden2,hidden1-bias,0.010000000,0.010000000,1,0,-8.739779392878e-5,2.828488747279e-4,-8.280984868255e-5,2.987050386594e-4,null,null,7.710152976533e-7,0,8,2.828836441040e-4,0.000000000000e0,2.828836441040e-4,0.000000000000e0,1.230607390404e0,1.230324506760e0
0,0,0,0,600,30,16,102,70,hidden1-hidden2,hidden1-bias,-0.020000000,-0.010000000,0,1,-2.527919908365e-5,2.563397089640e-4,-2.956097845678e-5,2.193750923425e-4,null,null,1.599217017279e-6,0,8,2.565383911133e-4,0.000000000000e0,2.565383911133e-4,0.000000000000e0,1.230607390404e0,1.230350852013e0
0,0,0,0,600,31,16,102,70,hidden1-hidden2,hidden1-bias,-0.010000000,-0.020000000,1,0,-1.889094710350e-5,1.312674333652e-4,-2.036411471333e-5,1.399746103630e-4,null,null,1.119391067718e-6,0,8,1.314878463745e-4,0.000000000000e0,1.314878463745e-4,0.000000000000e0,1.230607390404e0,1.230475902557e0
0,0,0,0,600,32,17,103,69,hidden1-hidden2,hidden1-bias,0.020000000,-0.010000000,0,1,-2.209072311719e-4,6.356934706370e-4,-1.898147952678e-4,6.788056769551e-4,null,null,1.485866677097e-5,0,8,6.358623504639e-4,0.000000000000e0,6.358623504639e-4,0.000000000000e0,1.230607390404e0,1.229971528053e0
0,0,0,0,600,33,17,103,69,hidden1-hidden2,hidden1-bias,0.010000000,-0.020000000,1,0,-8.089163651069e-4,1.693387205402e-3,-6.114916346576e-4,1.810260138039e-3,null,null,4.722653308378e-5,0,8,1.693725585938e-3,0.000000000000e0,1.693725585938e-3,0.000000000000e0,1.230607390404e0,1.228913664818e0
0,0,0,0,600,34,18,104,68,hidden1-hidden2,hidden1-bias,0.000000000,-0.020000000,0,0,-5.165984233220e-5,5.271285772324e-5,2.646929715411e-7,6.243298124294e-5,null,null,3.154303022427e-6,0,8,5.280971527100e-5,0.000000000000e0,5.280971527100e-5,0.000000000000e0,1.230607390404e0,1.230554580688e0
0,0,0,0,600,35,18,104,68,hidden1-hidden2,hidden1-bias,-0.020000000,-0.010000000,1,1,-1.293110350768e-5,2.706237137318e-5,-8.784618482120e-6,3.121649062147e-5,null,null,8.468582359209e-7,0,8,2.706050872803e-5,0.000000000000e0,2.706050872803e-5,0.000000000000e0,1.230607390404e0,1.230580329895e0
0,0,0,0,600,36,19,105,67,hidden1-hidden2,hidden1-bias,0.000000000,0.010000000,0,1,1.399467388789e-5,1.351783672969e-5,1.716193409607e-5,4.456381304863e-6,null,null,1.355470194050e-7,0,8,1.370906829834e-5,0.000000000000e0,1.370906829834e-5,0.000000000000e0,1.230607390404e0,1.230593681335e0
0,0,0,0,600,37,19,105,67,hidden1-hidden2,hidden1-bias,-0.020000000,0.020000000,1,0,2.419513960679e-5,4.794386525949e-5,3.432386819213e-5,8.912762609725e-6,null,null,5.368674801526e-7,0,8,4.792213439941e-5,0.000000000000e0,4.792213439941e-5,0.000000000000e0,1.230607390404e0,1.230559468269e0
0,0,0,0,600,38,20,106,66,hidden1-hidden2,hidden1-bias,0.000000000,-0.020000000,0,0,8.695324261983e-5,7.558378080527e-4,1.071358765330e-4,7.720121266175e-4,null,null,1.940643540072e-5,0,8,7.560253143311e-4,0.000000000000e0,7.560253143311e-4,0.000000000000e0,1.230607390404e0,1.229851365089e0
0,0,0,0,600,39,20,106,66,hidden1-hidden2,hidden1-bias,-0.020000000,-0.010000000,1,1,-2.531893551350e-5,3.698312987884e-4,-2.095944819303e-5,3.860060633087e-4,null,null,5.278286685011e-6,0,8,3.702640533447e-4,0.000000000000e0,3.702640533447e-4,0.000000000000e0,1.230607390404e0,1.230237126350e0
0,0,0,0,600,40,21,107,65,hidden1-hidden2,hidden1-bias,0.000000000,-0.020000000,0,0,3.732393185298e-4,-5.437340587378e-4,3.850745645953e-4,-6.652643502700e-4,null,null,9.428450869893e-6,0,8,-5.434751510620e-4,0.000000000000e0,-5.434751510620e-4,0.000000000000e0,1.230607390404e0,1.231150865555e0
0,0,0,0,600,41,21,107,65,hidden1-hidden2,hidden1-bias,-0.020000000,-0.010000000,1,1,1.891578237216e-4,-2.784182627996e-4,1.925372822977e-4,-3.326321751350e-4,null,null,2.356880563307e-6,0,8,-2.781152725220e-4,0.000000000000e0,-2.781152725220e-4,0.000000000000e0,1.230607390404e0,1.230885505676e0
0,0,0,0,600,42,22,108,64,hidden1-hidden2,hidden1-bias,0.000000000,-0.010000000,0,1,-9.353148440520e-5,3.399793058634e-4,-9.189353121049e-5,3.408527004230e-4,null,null,7.370216741122e-7,0,8,3.399848937988e-4,0.000000000000e0,3.399848937988e-4,0.000000000000e0,1.230607390404e0,1.230267405510e0
0,0,0,0,600,43,22,108,64,hidden1-hidden2,hidden1-bias,-0.020000000,-0.020000000,1,0,-1.892851044734e-4,6.606262177229e-4,-1.842496944088e-4,6.817054008460e-4,null,null,2.947812985215e-6,0,8,6.606578826904e-4,0.000000000000e0,6.606578826904e-4,0.000000000000e0,1.230607390404e0,1.229946732521e0
0,0,0,0,600,44,23,109,63,hidden1-hidden2,input-hidden1,0.000000000,0.020000000,0,0,1.076298455397e-5,1.155820985635e-4,1.971225651450e-5,1.382028276146e-4,null,null,1.224081811936e-6,0,8,1.153945922852e-4,0.000000000000e0,1.153945922852e-4,0.000000000000e0,1.230607390404e0,1.230491995811e0
0,0,0,0,600,45,23,109,63,hidden1-hidden2,input-hidden1,-0.020000000,0.010000000,1,1,6.295740604401e-6,5.992315709591e-5,9.579827101665e-6,6.910141380730e-5,null,null,3.059801620594e-7,0,8,6.008148193359e-5,0.000000000000e0,6.008148193359e-5,0.000000000000e0,1.230607390404e0,1.230547308922e0
0,0,0,0,600,46,24,110,62,hidden1-hidden2,input-hidden1,0.000000000,-0.010000000,0,1,1.838244497776e-5,8.634105324745e-5,1.853757231274e-5,8.090555616983e-5,null,null,3.837748585080e-7,0,8,8.654594421387e-5,0.000000000000e0,8.654594421387e-5,0.000000000000e0,1.230607390404e0,1.230520844460e0
0,0,0,0,600,47,24,110,62,hidden1-hidden2,input-hidden1,-0.020000000,-0.020000000,1,0,3.569635252158e-5,1.798998564482e-4,3.629812464823e-5,1.618111123397e-4,null,null,1.533343820086e-6,0,8,1.800060272217e-4,0.000000000000e0,1.800060272217e-4,0.000000000000e0,1.230607390404e0,1.230427384377e0
0,0,0,0,600,48,25,111,61,hidden1-hidden2,input-hidden1,0.000000000,0.010000000,0,1,-5.531373123328e-5,-8.354956905047e-5,-5.150931802689e-5,-5.874770310687e-5,null,null,2.578964244613e-7,0,8,-8.320808410645e-5,0.000000000000e0,-8.320808410645e-5,0.000000000000e0,1.230607390404e0,1.230690598488e0
0,0,0,0,600,49,25,111,61,hidden1-hidden2,input-hidden1,-0.020000000,0.020000000,1,0,-1.205106576284e-4,-1.683477312326e-4,-1.049037372335e-4,-1.174954062137e-4,null,null,1.017121254573e-6,0,8,-1.680850982666e-4,0.000000000000e0,-1.680850982666e-4,0.000000000000e0,1.230607390404e0,1.230775475502e0
0,0,0,0,600,50,26,112,60,hidden1-hidden2,input-hidden1,-0.020000000,-0.020000000,0,0,-2.247523516417e-4,1.046262681484e-3,-2.051587400847e-4,1.056532341295e-3,null,null,7.680763994752e-6,0,8,1.046657562256e-3,0.000000000000e0,1.046657562256e-3,0.000000000000e0,1.230607390404e0,1.229560732841e0
0,0,0,0,600,51,26,112,60,hidden1-hidden2,input-hidden1,-0.010000000,-0.010000000,1,1,-1.073932896058e-4,5.226290474335e-4,-1.025793700424e-4,5.282661706474e-4,null,null,1.922074267769e-6,0,8,5.226135253906e-4,0.000000000000e0,5.226135253906e-4,0.000000000000e0,1.230607390404e0,1.230084776878e0
0,0,0,0,600,52,27,113,59,hidden1-hidden2,input-hidden1,0.020000000,-0.020000000,0,0,-6.018330653509e-5,-5.879358698924e-4,-4.767851014738e-5,-9.316691360250e-4,null,null,1.201698156359e-5,0,8,-5.877017974854e-4,0.000000000000e0,-5.877017974854e-4,0.000000000000e0,1.230607390404e0,1.231195092201e0
0,0,0,0,600,53,27,113,59,hidden1-hidden2,input-hidden1,0.010000000,-0.010000000,1,1,-2.731631199519e-5,-2.934467047453e-4,-2.383925507369e-5,-4.658345680125e-4,null,null,2.990410024763e-6,0,8,-2.928972244263e-4,0.000000000000e0,-2.928972244263e-4,0.000000000000e0,1.230607390404e0,1.230900287628e0
0,0,0,0,600,54,28,114,58,hidden1-hidden2,input-hidden1,0.020000000,-0.020000000,0,0,-3.793636957804e-4,6.447328875462e-4,-3.624785587656e-4,7.861145774915e-4,null,null,2.427579133594e-5,0,8,6.449222564697e-4,0.000000000000e0,6.449222564697e-4,0.000000000000e0,1.230607390404e0,1.229962468147e0
0,0,0,0,600,55,28,114,58,hidden1-hidden2,input-hidden1,0.010000000,-0.010000000,1,1,-1.846905797720e-4,3.447607159615e-4,-1.812392793828e-4,3.930572887458e-4,null,null,6.049874914570e-6,0,8,3.453493118286e-4,0.000000000000e0,3.453493118286e-4,0.000000000000e0,1.230607390404e0,1.230262041092e0
0,0,0,0,600,56,29,115,57,hidden1-hidden2,input-hidden1,0.020000000,0.005000000,0,0,1.365995655457e-4,-3.299079835415e-4,1.399125916815e-4,-4.299514471908e-4,null,null,6.920788110612e-6,0,8,-3.297328948975e-4,0.000000000000e0,-3.297328948975e-4,0.000000000000e0,1.230607390404e0,1.230937123299e0
0,0,0,0,600,57,29,115,57,hidden1-hidden2,input-hidden1,0.010000000,0.000000000,1,1,9.524325529734e-5,-1.257496575514e-4,9.607659571031e-5,-1.905939085797e-4,null,null,1.834783318046e-6,0,8,-1.256465911865e-4,0.000000000000e0,-1.256465911865e-4,0.000000000000e0,1.230607390404e0,1.230733036995e0
0,0,0,0,600,58,30,116,56,hidden1-hidden2,input-hidden1,0.020000000,-0.010000000,0,1,-2.943122138580e-4,-6.228747467200e-5,-2.881684114323e-4,-2.345302049396e-5,null,null,4.828887344678e-6,0,8,-6.222724914551e-5,0.000000000000e0,-6.222724914551e-5,0.000000000000e0,1.230607390404e0,1.230669617653e0
0,0,0,0,600,59,30,116,56,hidden1-hidden2,input-hidden1,0.010000000,-0.020000000,1,0,-1.382914682229e-4,1.978017389774e-4,-1.308115602920e-4,2.072997849041e-4,null,null,2.480540518222e-6,0,8,1.981258392334e-4,0.000000000000e0,1.981258392334e-4,0.000000000000e0,1.230607390404e0,1.230409264565e0
0,0,0,0,600,60,31,117,55,hidden1-hidden2,input-hidden1,-0.020000000,0.010000000,0,1,-4.594481239716e-4,3.892397508025e-3,-4.278541599234e-4,3.950063149869e-3,null,null,3.854485176078e-5,0,8,3.892660140991e-3,0.000000000000e0,3.892660140991e-3,0.000000000000e0,1.230607390404e0,1.226714730263e0
0,0,0,0,600,61,31,117,55,hidden1-hidden2,input-hidden1,-0.010000000,0.020000000,1,0,-1.781582832336e-4,2.259294812878e-3,-1.606001291066e-4,2.278842248910e-3,null,null,1.087787562247e-5,0,8,2.259254455566e-3,0.000000000000e0,2.259254455566e-3,0.000000000000e0,1.230607390404e0,1.228348135948e0
0,0,0,0,600,62,32,118,54,hidden1-hidden2,input-hidden1,0.020000000,0.010000000,0,1,2.701512227456e-4,-4.754128555457e-4,2.906383836857e-4,-3.777730074267e-4,null,null,2.123375754077e-5,0,8,-4.752874374390e-4,0.000000000000e0,-4.752874374390e-4,0.000000000000e0,1.230607390404e0,1.231082677841e0
0,0,0,0,600,63,32,118,54,hidden1-hidden2,input-hidden1,0.010000000,0.020000000,1,0,1.410717765490e-4,-3.094368924697e-4,1.584197384297e-4,-2.643660551721e-4,null,null,6.774609682181e-6,0,8,-3.093481063843e-4,0.000000000000e0,-3.093481063843e-4,0.000000000000e0,1.230607390404e0,1.230916738510e0
0,0,0,0,600,64,33,119,53,hidden1-hidden2,input-hidden1,-0.020000000,0.020000000,0,0,-2.824459224939e-4,3.535865495602e-4,-2.661554435406e-4,3.975228309606e-4,null,null,1.826519632825e-5,0,8,3.538131713867e-4,0.000000000000e0,3.538131713867e-4,0.000000000000e0,1.230607390404e0,1.230253577232e0
0,0,0,0,600,65,33,119,53,hidden1-hidden2,input-hidden1,-0.010000000,0.010000000,1,1,-1.376668612162e-4,1.867686708768e-4,-1.330777217703e-4,1.987614154803e-4,null,null,4.580189397853e-6,0,8,1.871585845947e-4,0.000000000000e0,1.871585845947e-4,0.000000000000e0,1.230607390404e0,1.230420231819e0
0,0,0,0,600,66,34,120,52,hidden1-hidden2,input-hidden1,0.020000000,-0.020000000,0,0,-8.582075436910e-5,3.115994234880e-4,-8.991743891329e-5,3.585471233668e-4,null,null,9.817794758930e-7,0,8,3.116130828857e-4,0.000000000000e0,3.116130828857e-4,0.000000000000e0,1.230607390404e0,1.230295777321e0
0,0,0,0,600,67,34,120,52,hidden1-hidden2,input-hidden1,0.010000000,-0.010000000,1,1,-3.654075165590e-5,1.646541059017e-4,-4.495871945664e-5,1.792735616834e-4,null,null,2.568449662168e-7,0,8,1.646280288696e-4,0.000000000000e0,1.646280288696e-4,0.000000000000e0,1.230607390404e0,1.230442762375e0
0,0,0,0,600,68,35,121,51,hidden1-hidden2,input-hidden1,-0.020000000,-0.010000000,0,1,5.421601235867e-5,-1.748502254486e-4,6.036569635093e-5,-1.651799584579e-4,null,null,1.116027956998e-6,0,8,-1.747608184814e-4,0.000000000000e0,-1.747608184814e-4,0.000000000000e0,1.230607390404e0,1.230782151222e0
0,0,0,0,600,69,35,121,51,hidden1-hidden2,input-hidden1,-0.010000000,-0.020000000,1,0,-4.214793443680e-5,-1.269038766623e-4,-4.446288180896e-5,-1.080185896096e-4,null,null,9.086925022254e-7,0,8,-1.267194747925e-4,0.000000000000e0,-1.267194747925e-4,0.000000000000e0,1.230607390404e0,1.230734109879e0
0,0,0,0,600,70,36,122,50,hidden1-hidden2,input-hidden1,0.020000000,0.010000000,0,1,3.588901211818e-4,-8.099333693584e-4,3.630329538093e-4,-7.973722727665e-4,null,null,2.297716820194e-6,0,8,-8.093118667603e-4,0.000000000000e0,-8.093118667603e-4,0.000000000000e0,1.230607390404e0,1.231416702271e0
0,0,0,0,600,71,36,122,50,hidden1-hidden2,input-hidden1,0.010000000,0.020000000,1,0,1.410779853662e-4,-2.339165657759e-4,1.429599707260e-4,-2.002996532250e-4,null,null,1.671532931791e-6,0,8,-2.334117889404e-4,0.000000000000e0,-2.334117889404e-4,0.000000000000e0,1.230607390404e0,1.230840802193e0
0,0,0,0,600,72,37,123,49,hidden1-hidden2,input-hidden1,-0.020000000,-0.020000000,0,0,6.586747864882e-5,1.060472180446e-4,7.021657592906e-5,1.292340362321e-4,null,null,1.447692046292e-6,0,8,1.062154769897e-4,0.000000000000e0,1.062154769897e-4,0.000000000000e0,1.230607390404e0,1.230501174927e0
0,0,0,0,600,73,37,123,49,hidden1-hidden2,input-hidden1,-0.010000000,-0.010000000,1,1,3.379893799623e-5,5.803878108660e-5,3.510828796453e-5,6.461701811607e-5,null,null,3.625996763262e-7,0,8,5.817413330078e-5,0.000000000000e0,5.817413330078e-5,0.000000000000e0,1.230607390404e0,1.230549216270e0
0,0,0,0,600,74,38,124,48,hidden1-hidden2,input-hidden1,-0.020000000,0.010000000,0,1,-1.646429300308e-4,3.052080670993e-4,-1.633865202801e-4,3.147510632360e-4,null,null,4.178293829075e-7,0,8,3.052949905396e-4,0.000000000000e0,3.052949905396e-4,0.000000000000e0,1.230607390404e0,1.230302095413e0
0,0,0,0,600,75,38,124,48,hidden1-hidden2,input-hidden1,-0.010000000,0.020000000,1,0,1.117338736852e-5,1.137020687262e-5,1.460854453228e-5,3.333439474792e-5,null,null,6.877825113142e-7,0,8,1.168251037598e-5,0.000000000000e0,1.168251037598e-5,0.000000000000e0,1.230607390404e0,1.230595707893e0
0,0,0,0,600,76,39,125,47,hidden1-hidden2,input-hidden1,0.020000000,-0.020000000,0,0,-5.154584844907e-4,2.010809878508e-3,-4.348323795966e-4,2.074206124992e-3,null,null,7.721057277071e-5,0,8,2.010583877563e-3,0.000000000000e0,2.010583877563e-3,0.000000000000e0,1.230607390404e0,1.228596806526e0
0,0,0,0,600,77,39,125,47,hidden1-hidden2,input-hidden1,0.010000000,-0.010000000,1,1,-2.318415790796e-4,9.925458580256e-4,-2.174161897983e-4,1.037103062496e-3,null,null,1.935651805035e-5,0,8,9.925365447998e-4,0.000000000000e0,9.925365447998e-4,0.000000000000e0,1.230607390404e0,1.229614853859e0
0,0,0,0,600,78,40,126,46,hidden1-hidden2,input-hidden1,-0.020000000,0.020000000,0,0,7.626352210840e-5,1.522656530142e-3,2.512413807381e-4,1.590604077895e-3,null,null,1.196451687018e-4,0,8,1.523017883301e-3,0.000000000000e0,1.523017883301e-3,0.000000000000e0,1.230607390404e0,1.229084372520e0
0,0,0,0,600,79,40,126,46,hidden1-hidden2,input-hidden1,-0.010000000,0.010000000,1,1,9.979742268721e-5,7.783292482297e-4,1.256206903690e-4,7.953020389474e-4,null,null,2.960687643375e-5,0,8,7.785558700562e-4,0.000000000000e0,7.785558700562e-4,0.000000000000e0,1.230607390404e0,1.229828834534e0
